mapblklot,analysis_neighborhood,Height_Ft
6274018,Excelsior,40
3789444,Financial District/South Beach,45
5354027,Bayview Hunters Point,40
0311005,Financial District/South Beach,250
3504061,Mission,40
4081055,Mission,68
0288011,Financial District/South Beach,130
4791003,Bayview Hunters Point,40
4972011,Bayview Hunters Point,40
0052117,North Beach,40
6082037,Excelsior,40
5517021E,Bernal Heights,40
3995030,Potrero Hill,58
4991743,Bayview Hunters Point,40
7034009,Oceanview/Merced/Ingleside,40
3594131,Mission,55
5946035,Excelsior,40
6404008,Excelsior,40
3616086,Mission,85
3513083,Mission,50
6720017,Bernal Heights,40
5357046,Bayview Hunters Point,40
4264041,Mission,65
3643006,Mission,85
6353003,Excelsior,40
7124012B,Oceanview/Merced/Ingleside,40
5354A007,Bayview Hunters Point,40
3641024,Mission,55
4059013,Potrero Hill,58
0749006A,Western Addition,130
3211003C,Outer Mission,40
7044C013,Outer Mission,40
5896061,Excelsior,40
6123012,Portola,40
7137016,Oceanview/Merced/Ingleside,40
5501019,Bernal Heights,40
0808064,Hayes Valley,40
5503038,Bernal Heights,40
6953024,Outer Mission,40
5726026,Bernal Heights,40
3617040,Mission,40
5667013,Bernal Heights,40
3717022,Financial District/South Beach,300
5982005E,Portola,40
4073032,Potrero Hill,40
6348002D,Excelsior,40
5646001,Bernal Heights,40
5619038,Bernal Heights,40
0252001,Nob Hill,65
3202030,Outer Mission,40
6991032,Oceanview/Merced/Ingleside,40
5931028,Portola,40
5928024,Portola,40
7009019A,Oceanview/Merced/Ingleside,40
6636017,Noe Valley,40
5861041,Portola,40
6468008,Excelsior,40
4991475,Bayview Hunters Point,40
0191005,Chinatown,65
4097060,Potrero Hill,40
6076022,Excelsior,40
5395032,Bayview Hunters Point,40
6116047,Portola,40
7120002,Oceanview/Merced/Ingleside,40
0816070,Hayes Valley,65
0156008,Nob Hill,40
5447023,Bayview Hunters Point,40
6012017,Excelsior,40
0090038,Chinatown,40
6276045,Excelsior,40
5966008A,Excelsior,40
4095002,Potrero Hill,40
6568017A,Mission,40
0735118,Western Addition,80
3730416,South of Market,65
0337021,Tenderloin,80
5618030,Bernal Heights,40
3598060,Mission,40
5635001A,Bernal Heights,40
3733098,South of Market,130
5853009,Portola,40
4217046,Potrero Hill,40
5381011,Bayview Hunters Point,40
5360001,Bayview Hunters Point,40
3596045,Mission,45
0716008,Tenderloin,80
4282AEASP,Potrero Hill,40
5392013,Bayview Hunters Point,40
6178014,Visitacion Valley,40
5428D003,Bayview Hunters Point,65
5970028,Portola,40
5992016,Portola,40
7029019,Outer Mission,40
0740003,Tenderloin,80
3618099,Mission,40
3554040,Mission,45
4789007,Bayview Hunters Point,40
5327047,Bayview Hunters Point,40
5629030,Bernal Heights,40
3731160,South of Market,65
6024045,Excelsior,40
3730137,South of Market,55
6463051A,Excelsior,40
0732032,Western Addition,160
3735A001,Financial District/South Beach,250
5395006,Bayview Hunters Point,40
6411014,Excelsior,40
6251012A,Visitacion Valley,40
5291008,Bayview Hunters Point,40
5814013,Bernal Heights,40
5320016,Bayview Hunters Point,40
5698009,Bernal Heights,40
3753056,South of Market,65
0818055,Hayes Valley,50
1709014A,Sunset/Parkside,40
6085009,Excelsior,40
5959012,Excelsior,40
7169040,Outer Mission,40
7075052,Oceanview/Merced/Ingleside,40
3787018,South of Market,65
7088038,Oceanview/Merced/Ingleside,40
5618009,Bernal Heights,40
0180029,Chinatown,65
4146014,Mission,40
4162030,Potrero Hill,40
2620120,Castro/Upper Market,40
0731018,Western Addition,130
6247045,Visitacion Valley,40
3593051,Mission,45
0330027,Tenderloin,110
7052015,Oceanview/Merced/Ingleside,40
7166037,Outer Mission,40
3728198,South of Market,55
0188010,Nob Hill,65
5735016,Bernal Heights,40
3548193,Mission,40
3778046B,South of Market,55
7019016,Oceanview/Merced/Ingleside,40
0221165,Nob Hill,65
0182036,Nob Hill,65
4808008B,Bayview Hunters Point,40
6532067,Mission,40
6006009,Excelsior,40
0131018,North Beach,40
3209013,Outer Mission,40
5335A033,Bayview Hunters Point,40
4710080,Bayview Hunters Point,40
6797041,Outer Mission,40
6661016,Bernal Heights,40
3775181,Financial District/South Beach,65
4035001,Potrero Hill,40
3569093,Mission,45
3784125,South of Market,45
0603003A,Pacific Heights,40
5996002C,Portola,40
7105007A,Oceanview/Merced/Ingleside,40
3733079,South of Market,130
3775021,Financial District/South Beach,45
3732044,South of Market,45
3987087,Potrero Hill,40
6569052,Mission,55
3785030,Mission Bay,65
4106007,Potrero Hill,40
3775222,Financial District/South Beach,40
6526021,Mission,50
4171017,Potrero Hill,45
4207029,Mission,40
5697006,Bernal Heights,40
5426053,Bayview Hunters Point,40
5650029,Bernal Heights,40
5501057,Bernal Heights,40
0179016,Chinatown,65
4081009A,Mission,65
4161007,Potrero Hill,40
6319010,Visitacion Valley,40
4024008,Mission,40
3731156,South of Market,45
5515004,Bernal Heights,40
6349007,Excelsior,40
6340023,Excelsior,40
5336036,Bayview Hunters Point,40
0837026,Hayes Valley,50
4103055,Potrero Hill,40
5402066,Bayview Hunters Point,40
4108003C,Potrero Hill,40
7330009,Lakeshore,65
6091024,Excelsior,40
6420009,Excelsior,40
3779026,South of Market,55
0208028,Chinatown,200
4218034,Potrero Hill,40
6202033,Visitacion Valley,40
3736124,Financial District/South Beach,400
3610066,Mission,55
4172003,Potrero Hill,45
5947058,Excelsior,40
5072011,Bayview Hunters Point,40
5617015,Bernal Heights,40
4644002,Bayview Hunters Point,40
3984001A,Potrero Hill,40
5860017,Portola,40
0652081,Pacific Heights,40
3726057,South of Market,45
3778001C,South of Market,85
6283005,Excelsior,40
4276046,Mission,40
5343015,Bayview Hunters Point,40
0180049A,Chinatown,65
3642069,Mission,85
6025001,McLaren Park,40
3596146,Mission,45
6530060,Mission,55
3619146,Noe Valley,40
3994045,Potrero Hill,68
5402072,Bayview Hunters Point,40
5638021,Bernal Heights,40
5967004E,Excelsior,40
3730129,South of Market,55
0144083,North Beach,40
5530003,Bernal Heights,40
3570050,Mission,58
6491016,Excelsior,40
3753152,South of Market,45
0756019,Western Addition,50
3727205,South of Market,40
5977029,Portola,40
0282023,Nob Hill,65
0341015,Tenderloin,110
3154068,Outer Mission,40
3755176,South of Market,40
5838024,Bernal Heights,40
0676027,Pacific Heights,40
6362027,Visitacion Valley,40
7159015,Outer Mission,40
6050009,Portola,40
5932028,Portola,40
3532143,Mission,40
7057047,Oceanview/Merced/Ingleside,40
7019053,Oceanview/Merced/Ingleside,40
3555031L,Mission,45
5259032,Bayview Hunters Point,40
6118005B,Portola,40
6534068,Mission,40
6170029,Portola,40
0793080,Hayes Valley,40
5312042,Bayview Hunters Point,40
3732562,South of Market,85
6951024,Outer Mission,40
6479017,Excelsior,40
6233010,Visitacion Valley,40
5877033,Portola,40
3151025,Outer Mission,40
7067004,Oceanview/Merced/Ingleside,40
0334003,Tenderloin,80
5622014,Bernal Heights,40
0288010,Financial District/South Beach,130
3578042,Mission,40
6406019,Excelsior,40
3612082,Mission,40
5619030,Bernal Heights,40
5915012,Portola,40
5574003,Bernal Heights,40
6081040,Excelsior,40
5338012,Bayview Hunters Point,40
3703070,South of Market,120
4991A005,Bayview Hunters Point,100
4967045,Bayview Hunters Point,40
6128007B,Portola,40
6117014,Portola,40
3618021,Mission,40
5504001A,Bernal Heights,40
6327005,Visitacion Valley,40
5701015,Bernal Heights,40
6795D037,Outer Mission,40
4045148,Potrero Hill,68
6514005,Mission,55
0116029,North Beach,40
3548111,Mission,48
5464018,Bayview Hunters Point,40
6394014,Excelsior,40
4037044,Potrero Hill,40
0126045,Nob Hill,40
3578139,Mission,40
4334016,Mission,40
3753219,South of Market,45
6160016,Portola,40
3729091,South of Market,65
5395046,Bayview Hunters Point,40
0162021,North Beach,65
3786083,South of Market,130
0181007,Nob Hill,65
6394004,Excelsior,40
5079010,Bayview Hunters Point,40
5428D060,Bayview Hunters Point,65
4160031A,Potrero Hill,40
0298032,Nob Hill,80
4094063,Potrero Hill,40
6341025E,Excelsior,40
3636050,Mission,45
3576062,Mission,55
5338009,Bayview Hunters Point,40
3608079,Mission,40
0297015,Nob Hill,130
5404041,Bayview Hunters Point,40
5398031,Bayview Hunters Point,40
0279057,Nob Hill,130
7089014,Oceanview/Merced/Ingleside,40
6003019,Excelsior,40
4060006,Potrero Hill,45
0188043,Nob Hill,65
0335002,Tenderloin,80
3575102,Mission,50
4810002C,Bayview Hunters Point,40
6489065,Excelsior,40
0054060,North Beach,40
3757046,South of Market,55
0101039,Chinatown,40
4720080,Bayview Hunters Point,40
6154013,Portola,40
5713027,Bernal Heights,40
6525033,Mission,40
5054A114,Bayview Hunters Point,40
4209004,Mission,40
3570020,Mission,80
7057045,Oceanview/Merced/Ingleside,40
5616045,Bernal Heights,40
3642040,Mission,40
0744018,Western Addition,80
7083021,Oceanview/Merced/Ingleside,40
6090003,Excelsior,40
0775046,Western Addition,40
4149007,Mission,40
6204003C,Visitacion Valley,40
6748036,Outer Mission,40
6402020,Excelsior,40
5382049,Bayview Hunters Point,40
3578007,Mission,40
6780020E,Outer Mission,40
5400019,Bayview Hunters Point,40
7028A002,Outer Mission,40
5428D007,Bayview Hunters Point,65
6410002,Excelsior,40
3834004,Mission Bay,68
5540012,Bernal Heights,40
5080011,Bayview Hunters Point,40
7031002D,Outer Mission,40
4034006,Potrero Hill,40
0223020,Nob Hill,65
7072004,Oceanview/Merced/Ingleside,40
6209031,Visitacion Valley,40
3144C025,Outer Mission,40
3577068,Mission,45
6603056,Noe Valley,40
5531015,Bernal Heights,40
5255011A,Bayview Hunters Point,40
0330023,Tenderloin,130
6795C002D,Outer Mission,40
5520023,Bernal Heights,40
0675037,Pacific Heights,40
0664020,Pacific Heights,40
6596022,Bernal Heights,40
6052013,Portola,40
0241027,Chinatown,250
6958028,Outer Mission,40
5887029,Excelsior,40
3595018,Mission,55
6359011,Visitacion Valley,40
7155016,Outer Mission,40
0717020,Tenderloin,80
6419009,Excelsior,40
5526031,Bernal Heights,40
7052046,Oceanview/Merced/Ingleside,40
4074009,Potrero Hill,40
5501065A,Bernal Heights,40
4224178,Potrero Hill,40
5688019,Bernal Heights,40
7150021,Oceanview/Merced/Ingleside,40
7028A007,Outer Mission,40
6958047,Outer Mission,40
3787049,South of Market,65
5337007,Bayview Hunters Point,40
7072011,Oceanview/Merced/Ingleside,40
5673060,Bernal Heights,40
7097043,Outer Mission,40
5400022,Bayview Hunters Point,40
0177002,Chinatown,65
3577022,Mission,55
7015008,Oceanview/Merced/Ingleside,40
5384C008A,Bayview Hunters Point,40
4224051,Potrero Hill,40
5742019,Bernal Heights,40
3212028,Outer Mission,40
3726202,South of Market,45
3639093,Mission,48
5705003,Bernal Heights,40
5956029,Excelsior,40
5659017A,Bernal Heights,40
6019018,Excelsior,40
6282002,Excelsior,40
5925004,Portola,40
6306028,Visitacion Valley,40
7169009,Outer Mission,40
6482025,Excelsior,40
3726155,South of Market,45
3532065,Mission,40
5549088,Bernal Heights,40
0649029,Pacific Heights,40
0115024,North Beach,40
6203038,Visitacion Valley,40
4039032,Potrero Hill,40
7381060,Lakeshore,40
3207028,Outer Mission,65
5690031,Bernal Heights,40
0254024,Nob Hill,65
3705042,South of Market,160
6091030,Excelsior,40
0661043,Pacific Heights,40
4711151,Bayview Hunters Point,160
3633013,Mission,40
6423094,Excelsior,40
3755183,South of Market,40
7064A011,Outer Mission,40
5817012,Bernal Heights,40
3147011,Outer Mission,40
3778068,South of Market,55
3753207,South of Market,45
0104045,North Beach,40
5814026,Bernal Heights,40
7331225,Lakeshore,40
5527038,Bernal Heights,40
0711031,Western Addition,80
3644009,Mission,55
5745023,Bernal Heights,40
7129011,Oceanview/Merced/Ingleside,40
5804025,Bernal Heights,40
5612042,Bernal Heights,40
7154006,Outer Mission,40
3587030,Mission,40
0300233,Nob Hill,80
6277010,Excelsior,40
6511039,Mission,40
0242003,Chinatown,50
4172016,Potrero Hill,45
3726163,South of Market,45
7331177,Lakeshore,40
5860015,Portola,40
0743201,Western Addition,130
7054062,Oceanview/Merced/Ingleside,40
5411020,Bayview Hunters Point,40
3521010,Mission,55
3755085,South of Market,40
5554011,Bernal Heights,40
0321032,Tenderloin,80
5727026,Bernal Heights,40
0659008,Pacific Heights,40
3755005,South of Market,65
7037009,Oceanview/Merced/Ingleside,40
3612049,Mission,40
0709027,Western Addition,50
5656030,Bernal Heights,40
7049028,Oceanview/Merced/Ingleside,40
3576027,Mission,45
4208033,Mission,40
5898022,Excelsior,40
5935027,Excelsior,40
6968024,Outer Mission,40
6971B032,Outer Mission,40
0242005,Chinatown,65
5523024,Bernal Heights,40
4059009,Potrero Hill,68
3589071,Mission,45
6094003,Excelsior,40
5957020,Excelsior,40
5470002,Bayview Hunters Point,40
6073002C,Excelsior,40
7017040,Oceanview/Merced/Ingleside,40
0143036,North Beach,40
7007018,Oceanview/Merced/Ingleside,40
6279048,Excelsior,40
3519105,South of Market,65
7097043F,Outer Mission,40
3617122,Mission,55
5887045,Excelsior,40
7076027,Oceanview/Merced/Ingleside,40
3752591,South of Market,85
5353B005D,Bayview Hunters Point,40
3750073,Financial District/South Beach,200
5687013,Bernal Heights,40
3576083,Mission,55
3578090,Mission,40
5728014,Bernal Heights,40
0140007,Financial District/South Beach,65
6441006,Excelsior,40
3961001A,Mission,40
5927029,Portola,40
6323016,Visitacion Valley,40
5279016,Bayview Hunters Point,40
6957004,Outer Mission,40
4108041,Potrero Hill,40
5514044,Bernal Heights,40
5618028,Bernal Heights,40
7083001,Oceanview/Merced/Ingleside,40
3984035,Potrero Hill,40
5426026,Bayview Hunters Point,40
6462019,Excelsior,40
5862019,Portola,40
3732087,South of Market,45
7029005F,Outer Mission,40
1155070,Western Addition,40
7137009,Oceanview/Merced/Ingleside,40
6409001,Excelsior,40
0351052,Tenderloin,80
5946021,Excelsior,40
0737014,Western Addition,80
6990005,Oceanview/Merced/Ingleside,40
7010036,Oceanview/Merced/Ingleside,40
6326015,Visitacion Valley,40
0662014,Pacific Heights,40
5067A002B,Visitacion Valley,40
0652073,Pacific Heights,40
6472021B,Excelsior,40
3617039,Mission,40
0156014,Nob Hill,40
3727185,South of Market,55
5704014,Bernal Heights,40
3569085,Mission,80
0210015,Chinatown,50
5688024,Bernal Heights,40
6597049,Bernal Heights,40
4151001A,Mission,40
5624021,Bernal Heights,40
0101051,Chinatown,40
4039017,Potrero Hill,40
6443002,Excelsior,40
6331027,Visitacion Valley,40
6042046,Portola,40
0355005,Tenderloin,80
6112008,Portola,40
3590037,Mission,55
3614054,Mission,40
5311016A,Bayview Hunters Point,40
4150004,Mission,40
6332014,Visitacion Valley,40
5934012,Portola,40
3776128,South of Market,55
0678126,Pacific Heights,40
0189001A,Nob Hill,65
9900274H,Financial District/South Beach,84
6200050,Visitacion Valley,40
5709012,Bernal Heights,40
5290007,Bayview Hunters Point,40
5718018,Bernal Heights,40
5891028,Excelsior,40
7075033,Oceanview/Merced/Ingleside,40
5525043,Bernal Heights,40
5054A069,Bayview Hunters Point,40
3749100,Financial District/South Beach,65
3726118,South of Market,85
5853010,Portola,40
3596089,Mission,55
3618087,Mission,40
5633030,Bernal Heights,40
7044B003,Outer Mission,40
6660045A,Bernal Heights,40
5963015,Excelsior,40
6115015,Portola,40
5338025,Bayview Hunters Point,40
4274004,Mission,40
3211010,Outer Mission,40
6122013B,Portola,40
0041088,North Beach,40
3611061,Mission,45
6273017C,Excelsior,40
3609119,Mission,55
4152034,Mission,40
6462013,Excelsior,40
5068002A,Visitacion Valley,40
7113049,Oceanview/Merced/Ingleside,40
6467005,Excelsior,40
7079013,Oceanview/Merced/Ingleside,40
0224A001,Chinatown,65
0339006,Tenderloin,120
3616067,Mission,50
4073021,Potrero Hill,40
5879015,Portola,40
6174037,Visitacion Valley,40
3532101,Mission,50
3590101,Mission,40
7067024,Oceanview/Merced/Ingleside,40
3730142,South of Market,65
6075002A,Excelsior,40
3610034,Mission,40
4653017,Bayview Hunters Point,40
6278047,Excelsior,40
0131008,North Beach,40
6472014,Excelsior,40
3617060A,Mission,40
6355002A,Excelsior,40
6801011,Outer Mission,40
7114054,Oceanview/Merced/Ingleside,40
3510018,South of Market,55
3207017,Outer Mission,40
6965A050,Outer Mission,40
5658003,Bernal Heights,40
5531003,Bernal Heights,40
5968023,Excelsior,40
6599039,Noe Valley,40
5964013,Excelsior,40
0720036,Western Addition,80
7083025,Oceanview/Merced/Ingleside,40
7108012,Oceanview/Merced/Ingleside,40
5273008,Bayview Hunters Point,40
4214030,Mission,40
7052049,Oceanview/Merced/Ingleside,40
5534051,Bernal Heights,40
0224005,Chinatown,85
3965053,Mission,68
0776026,Western Addition,40
4103032,Potrero Hill,40
6168012,Visitacion Valley,40
6594062,Noe Valley,40
0151077,Nob Hill,40
5537016,Bernal Heights,40
6403020,Excelsior,40
5397034,Bayview Hunters Point,40
5615017,Bernal Heights,40
7051031,Oceanview/Merced/Ingleside,40
6283002,Excelsior,40
3793005,Mission Bay,200
7056031,Oceanview/Merced/Ingleside,40
5279052,Bayview Hunters Point,40
7084044,Oceanview/Merced/Ingleside,40
5384D006,Bayview Hunters Point,40
7028A028,Outer Mission,40
6511038,Mission,40
6072009,Excelsior,40
6374021,Visitacion Valley,40
6435022,Excelsior,40
3631012,Mission,40
6446006,Excelsior,40
5660032,Bernal Heights,40
6486002,Excelsior,40
5426005,Bayview Hunters Point,40
3752162,South of Market,45
6014025,Excelsior,40
6476013,Excelsior,40
3715007,Financial District/South Beach,84
6419024,Excelsior,40
5656004,Bernal Heights,40
7018021,Oceanview/Merced/Ingleside,40
7072015,Oceanview/Merced/Ingleside,40
6494024,Excelsior,40
3608031,Mission,40
5501080,Bernal Heights,40
6094005B,Excelsior,40
6958019,Outer Mission,40
6208035,Visitacion Valley,40
3974046,Mission,40
6970005C,Outer Mission,40
4084001,Mission,48
4002001,Potrero Hill,40
5615005,Bernal Heights,40
0730045,Western Addition,65
6277022,Excelsior,40
3995183,Potrero Hill,58
6274031,Excelsior,40
0228012,Chinatown,75
5435027,Bayview Hunters Point,40
5884020,Portola,40
4224125,Potrero Hill,40
3996016,Potrero Hill,58
7032A049,Outer Mission,40
3608116,Mission,40
7134017,Oceanview/Merced/Ingleside,40
6309121,Visitacion Valley,40
7110A008,Outer Mission,40
5410014,Bayview Hunters Point,40
6483013A,Excelsior,40
5327031,Bayview Hunters Point,40
6406020,Excelsior,40
6435023,Excelsior,40
4591B026,Bayview Hunters Point,40
3589041,Mission,45
6405013,Excelsior,40
6204004,Visitacion Valley,40
6074016,Excelsior,40
5619050,Bernal Heights,40
7108006A,Oceanview/Merced/Ingleside,40
0807007,Hayes Valley,40
3613075,Mission,40
4031041,Potrero Hill,40
3517028,South of Market,40
7003007,Oceanview/Merced/Ingleside,40
5718045,Bernal Heights,40
0336004,Tenderloin,80
4209027,Mission,40
6200071,Visitacion Valley,40
5523049,Bernal Heights,40
0744023,Western Addition,80
3727016,South of Market,55
5959015,Excelsior,40
5715014,Bernal Heights,40
4337003,Mission,40
3609123,Mission,55
4940021,Bayview Hunters Point,40
6417002,Excelsior,40
5540025,Bernal Heights,40
6396005,Excelsior,40
5575008,Bernal Heights,40
3779147,South of Market,45
