BlockLot,Height_Ft,Area_1000,Env_1000_Area_Height,Bldg_SqFt_1000,Res_Dummy,Historic,SDB_2016_5Plus,zp_OfficeComm,zp_DRMulti_RTO,zp_FBDMulti_RTO,zp_PDRInd,zp_Public,zp_Redev,zp_RH2,zp_RH3_RM1,DIST_SBayshore,DIST_BernalHts,DIST_Scentral,DIST_Central,DIST_BuenaVista,DIST_Northeast,DIST_WestAddition,DIST_SOMA,DIST_InnerSunset,DIST_Richmond,DIST_Ingleside,DIST_OuterSunset,DIST_Marina,DIST_Mission,SDB_2016_5Plus_EnvFull,Zoning_DR_EnvFull,fzp_expected_units_low,fzp_expected_units_high
1796011,40,3.0,12.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005563038438342587,0.011608089658725217
0683038,50,22.72898698261559,113.64493491307796,1.084,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,113.64493491307796,0,0.7062024473777333,1.468376304442874
1664043,40,4.3,17.3,9.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0065744283469732975,0.013720066788091215
0676023,40,4.780894515786172,19.123578063144688,6.132,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.123578063144688,0,0.10383101205704928,0.21600545766817036
1408042,65,5.0,32.5,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.02995933268372726,0.06247541019171163
2056030,40,3.0,12.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005552817708249034,0.011586776088518134
5399023,40,2.124989502400839,8.499958009603356,1.97,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7.779891710256344e-05,0.00016243948035116489
2433004,40,3.0,12.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005555371129983586,0.011592100813898467
2839012,40,5.4,21.6,2.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.027387467299651136,0.05708520325212265
0651021,40,3.8161496183951953,15.264598473580781,4.27,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.26459847358078,0,0.00155552343350137,0.003247658025962742
2692033,40,3.2,12.6,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.025117119624167804,0.05230111867129955
1570013A,40,3.0,12.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.004609515285412792,0.009619468064251416
2202006,40,3.0,12.0,2.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.015008851888323087,0.03128450990513419
2424035,40,3.2,12.8,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005942038024343966,0.012398916725325733
0593094,105,7.2,75.6,29.4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75.6,0.0,0.5644684372384872,1.1726849454725075
2851003,40,2.7,10.6,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.02114292590597435,0.04402562433420082
3748033,250,38.57116376774734,964.2790941936835,288.805,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,5.970741388657063,12.361532799398825
5461006,40,2.795166360431005,11.18066544172402,2.24,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.18066544172402,0,0.027280907984253155,0.05686827853102214
0655041,85,9.5,80.7,27.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.27350436320395266,0.5684291335286816
1617001D,40,2.5,9.8,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.003749267012099684,0.007824256621187691
0087029,40,5.6,22.5,18.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.033669231954382345,0.07015672921813007
2957A028,40,3.5,14.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.017596556038649586,0.0366780220226155
0306026,130,12.029083057368409,156.3780797457893,51.807,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.3780797457893,0,0.6781725438394065,1.4118784364986807
4758004A,40,3.266773237115208,13.067092948460834,2.09,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.067092948460834,0,0.00045913822674432443,0.000958642470166727
1575021A,40,3.0,12.1,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.004638413930265174,0.009679786223608695
0026T001A,40,7.9,31.4,22.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.10722238854307475,0.2228344560269408
1582019,40,1.4,5.5,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0020920381746687322,0.0043658381256239265
3719020,700,50.66708476015497,3546.695933210848,1.952,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,78.08966416482038,158.17573031669434
0582027,40,4.4,17.6,10.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.031494556620447554,0.06559907410357566
0210A002,85,10.061412544688144,85.52200662984923,8.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85.52200662984923,0,0.001267272252857451,0.0026459952881552166
7019037,40,2.8149888660760336,11.259955464304134,1.05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.259955464304134,0,0.00026927429785107807,0.0005622265998326641
3554091,55,4.962440883879903,27.293424861339464,0.783,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.293424861339464,0,0.0014716636406951107,0.0030726726398693223
6208043,40,2.4999847492769054,9.999938997107622,1.263,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.999938997107622,0,0.00027343648654399466,0.0005709156542911095
6735004,40,2.7,10.8,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.024052023087965696,0.050067286862298485
1593017,40,3.1,12.2,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.004687745985446525,0.009782723978037953
2679008,40,4.0,16.1,2.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.02025220955712969,0.04221337217410239
5428C043,65,1.5059866962522668,9.788913525639733,1.394,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.788913525639732,0,0.0003561390542056659,0.0007435881337172928
1801046,65,2.5,16.1,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.007764204322386075,0.0162007300419294
1419055,40,3.1,12.6,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.004827381118093593,0.010074139916601615
0215001,160,33.0,527.2,219.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.7707482391727097,1.6060871356530353
6160008C,40,1.8696557648322985,7.478623059329193,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.3462691465030115e-05,0.00011162720371371989
2124A013,40,2.2,8.9,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.011096499080057535,0.023129710808879156
3774241,105,72.89932397945022,765.4429017842273,1.194,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,765.4429017842273,0,11.016980783571611,22.7810579515474
0614006,40,5.5,21.9,6.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.03980718683952641,0.08291000677098738
6946012,40,2.8,11.3,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.011042538489641368,0.023025711093674683
4336025,40,2.236626017430992,8.946504069723968,1.66,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.00015801152158106212,0.0003299147649532086
0183001,40,3.1401504553280497,12.560601821312199,4.66,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.5606018213122,0,0.032595429118810165,0.06793955261111188
3702392,240,19.859855887419997,476.6365412980799,213.553,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.4068465475619727,2.925626026079462
2170039,40,3.0,12.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0055579257252175536,0.01159742798331342
6530025,55,4.1125195769693486,22.618857673331416,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.618857673331416,0,0.0012155943236753929,0.002538028229912692
6779004,40,2.5262794494128746,10.105117797651499,1.225,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.1051177976515,0,0.00027637804630916584,0.0005770574163235991
5355018,40,3.1517708874793153,12.607083549917261,0.985,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.60708354991726,0,0.00044381109929400174,0.000926640660208711
5255009A,40,2.6666979532957047,10.666791813182819,1.162,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66679181318282,0,0.0003743172036386592,0.0007815432449401056
6238034,40,2.486042765482468,9.944171061929872,0.997,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.944171061929872,0,0.000272056361417825,0.0005680340470553904
0813007,120,64.43009036866,773.1610844239201,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773.1610844239201,0,15.188109831176238,31.29475472869945
7517313,40,7.0,27.8,22.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.05406296048978398,0.11258223975664677
2721053,40,2.5,10.1,2.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.012579461266590927,0.026220866452434564
7125002,40,2.672123325477078,10.688493301908313,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.688493301908313,0,0.0002560176278229628,0.0005345475518091528
3157046,40,2.8,11.3,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.011047613083624638,0.023036278421717533
0069012,50,3.0,15.1,9.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.023142228154186525,0.048219180118713095
1558036,40,3.2,12.8,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.004915636970171388,0.010258306105697947
3548127,40,11.181180800064089,44.724723200256356,0.805,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44.72472320025635,0,0.37779611447573175,0.7843539589323646
5669003,40,1.7967091073239316,7.1868364292957265,0.81,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.29006900809785e-05,0.00011045374331151733
1229024,50,3.4,17.2,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.00873399167956333,0.018223645611982746
6521007,40,1.5624900790198195,6.249960316079278,1.84,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0001099168020561061,0.0002294970598593863
5941004,40,2.375002425800386,9.500009703201544,1.275,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.500009703201544,0,0.0002595743594672794,0.0005419725405288558
1612022,40,3.0,12.0,2.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.004595759933267071,0.00959077741169136
0183016A,50,2.0773397349472518,10.386698674736259,5.32,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.38669867473626,0,0.0014610676900324764,0.0030503716943478545
4711200,40,2.0850200736977977,8.340080294791191,1.6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.979906660005908e-05,0.0002083736752458668
0127016,40,19.4600635087328,77.8402540349312,3.075,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77.8402540349312,0,0.2224660110640153,0.46361006052175613
3753598,85,9.33590744668101,79.35521329678858,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79.35521329678858,0,1.9822238743141727,4.069572186962253
5305003,40,1.1250486623603344,4.500194649441338,1.472,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.357214644637438e-05,0.0001118550139531603
3604006,40,1.8,7.1,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.01407038349989895,0.029299081867466676
5297013,40,2.500009246211426,10.000036984845703,1.11,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.000036984845703,0,0.00045811487632193556,0.0009564989410001554
3180238,78,367.8395907930844,2869.1488081860584,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2869.1488081860584,0,1.7694886493184092,3.6931019973361163
3747094,200,40.17514460835005,803.502892167001,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,8.616948835962315,17.72929157740102
2623116,50,19.5,97.7,25.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.051933044398892556,0.10835580424411025
0977018,40,6.9,27.7,7.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.050591441663593716,0.10537008718055971
7052022,40,2.4781839033919515,9.912735613567806,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.912735613567806,0,0.00023717385739844115,0.0004952030380041822
0723043,50,114.72543509946755,573.6271754973377,97.53,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,573.6271754973377,0,4.906531135009026,10.185867337029913
0472015,40,3.4,13.8,3.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.024924562194167332,0.051913446049214655
1418051,40,2.5,10.0,1.2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.0,0.0,0.014617099060639776,0.030490046988519627
3766012,65,27.580957600139964,179.27622440090977,0.694,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,179.27622440090977,0,4.815440928600659,9.873632360404356
1801008,40,3.0,12.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005559203463066408,0.011600092484882408
4103044,40,4.61317991118737,18.45271964474948,2.873,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.45271964474948,0,0.003478812565085867,0.007262723203857607
6635055,40,81.68543903875509,326.74175615502037,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,326.74175615502037,0,2.2929633321865874,4.765079572609091
7056041,40,2.468318010132453,9.873272040529812,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.873272040529812,0,0.0002362163610540919,0.000493203850585723
6700016,40,3.6,14.6,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.02925970028492979,0.06092628322720673
1861A008,40,4.1,16.3,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.020547646409857137,0.04282901847343276
6700035,40,2.4,9.5,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.018851940049420597,0.03925568330087505
3747332,250,13.618041149743942,340.45102874359856,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,7.151090933092814,14.505427489723223
2321013H,40,2.4,9.5,2.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.004376866823378025,0.009133005583530607
5727005,40,1.7453408601407934,6.9813634405631735,1.13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.1335409009948234e-05,0.00010718552327751835
2792031,40,3.3,13.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.016331667144060008,0.0340415334057458
1437010,40,3.0,12.0,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0045947035302120465,0.009588573982527868
0567038,105,15.2,159.5,83.2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,159.5,0.0,1.1132183443936239,2.3134738301129936
3609126,55,2.0969524396790113,11.533238418234562,1.44,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.533238418234562,0,0.09483018334441128,0.19690965855982606
3744002,105,151.15982542383074,1587.178166950223,0.836,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1587.178166950223,0,107.89614000753879,215.0776356585085
3911014,68,72.12676604741169,490.4620091223995,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,490.4620091223995,0,38.67500710587736,76.51409565546236
6577023,40,2.841142634789535,11.36457053915814,3.242,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.36457053915814,0,0.0007220987677931549,0.001507653466786068
7049049,40,2.499982529231555,9.99993011692622,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.99993011692622,0,0.00023928981843375255,0.0004996210211197683
5613041,40,1.6754098462008056,6.701639384803222,1.015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.9271932102519236e-05,0.0001028770966137348
3566093,50,2.9,14.4,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.02924429832850826,0.060891984529468306
1686030C,40,3.1,12.5,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.004801098516402771,0.010019278256481577
3520087,55,15.831233490084559,87.07178419546507,0.84,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87.07178419546507,0,2.133478257381623,4.381520446446205
5611011,40,1.7499938881225405,6.999975552490161,0.93,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6.728429846191343e-05,0.0001404854982120342
1626022,40,3.1,12.2,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.004684514090938972,0.00977598296401325
7007001,40,2.0787247424413797,8.314898969765519,1.112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,5.189531620197475e-05,0.00010835474323905098
5740007,40,1.7500012447921054,7.000004979168422,1.057,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.1482494534743444e-05,0.00010749262959182803
1100065,65,13.5,87.8,15.8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87.8,0.0,1.1468125877007878,2.3735286789251213
5307001,40,2.5115842271109914,10.046336908443966,1.22,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.046336908443966,0,0.00035218576725684115,0.0007353346607836059
0474036,40,13.1,52.4,24.4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52.4,0.0,0.3631924076823477,0.7548056176369241
1386073,40,3.0,12.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0046126954368826785,0.009626101151078243
3053002,40,2.7,10.6,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.010330590898341502,0.021541247657594215
2412003,40,3.6,14.5,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.018206453295159554,0.03794934988923014
0095049,50,10.9,54.7,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.08904482315733686,0.18550976985135084
3521298,85,22.7,193.0,149.6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193.0,0.0,1.3633972333758004,2.833229971977479
3612133,40,3.0625002083990114,12.250000833596046,0.975,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.250000833596046,0,0.0023764991346043518,0.004961403241264388
5955003A,40,2.500012235741602,10.000048942966409,1.525,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.000048942966409,0,0.00027327481343338136,0.0005705780988135408
5956021,40,1.6249995794105578,6.499998317642232,1.45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.6335887343879374e-05,9.674682542537711e-05
0948006,40,3.0,12.1,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.02186417785056949,0.04553915620276146
4172005,45,2.1802085451646462,9.810938453240908,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.810938453240908,0,0.17665513095890528,0.3643980008267947
0118041,40,2.421916924685741,9.687667698742963,4.74,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.687667698742963,0,0.025032863739431453,0.052177076941211084
0480001D,40,3.8,15.0,6.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.02699612342727624,0.056228631733146565
2176053,40,1.9,7.4,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0034058410692316466,0.007106815647930734
0253T001C,40,3.791879539767028,15.167518159068113,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.167518159068113,0,0.09076065920687938,0.18874399178919365
5501013,40,2.5990162444655143,10.396064977862057,,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.396064977862055,0,0.0008743253812511986,0.0018254587094191314
2200002A,40,3.0,12.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.015022644996462815,0.03131321114870713
2421016,40,3.0,12.1,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005606930913546918,0.011699680953869758
6635029,40,2.119750595756044,8.479002383024175,3.45,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.00023234019986773425,0.0004851003454560154
2697002,40,3.4,13.8,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.02756801334791581,0.05740425508664617
1586012A,40,3.0,12.2,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.004689761191737456,0.009786927248238483
3623031,40,2.9,11.6,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.023069323993544055,0.0480373227702902
6074036,40,2.5603955343966573,10.24158213758663,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.24158213758663,0,0.0006398759688403656,0.0013359833217962617
2989B010,40,5.7,22.8,3.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.02887870227510162,0.06019357550733846
0574028,350,15.6,546.4,21.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.6001187411862634,3.327653060589634
5667024,40,1.3182959828475314,5.273183931390125,0.515,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3.873529540280301e-05,8.087717677838003e-05
