route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
PM,M11,11931211_M11,Market & Powell,1,5901_M11,5957,0,0
PM,M21,11931211_M21,Market & Powell,1,5901_M21,5957,0,0
PM,M11,11931212_M11,Market & Powell,1,5903_M11,5957,0,0
PM,M21,11931212_M21,Market & Powell,1,5903_M21,5957,0,0
PM,M11,11931213_M11,Market & Powell,1,5907_M11,5957,0,0
PM,M21,11931213_M21,Market & Powell,1,5907_M21,5957,0,0
PM,M11,11931214_M11,Market & Powell,1,5902_M11,5957,0,0
PM,M21,11931214_M21,Market & Powell,1,5902_M21,5957,0,0
PM,M11,11931215_M11,Market & Powell,1,5904_M11,5957,0,0
PM,M21,11931215_M21,Market & Powell,1,5904_M21,5957,0,0
PM,M11,11931216_M11,Market & Powell,1,5907_M11,5955,0,0
PM,M21,11931216_M21,Market & Powell,1,5907_M21,5955,0,0
PM,M11,11931217_M11,Market & Powell,1,5904_M11,5957,0,0
PM,M21,11931217_M21,Market & Powell,1,5904_M21,5957,0,0
PM,M11,11931218_M11,Market & Powell,1,5903_M11,5957,0,0
PM,M21,11931218_M21,Market & Powell,1,5903_M21,5957,0,0
PM,M11,11931219_M11,Market & Powell,1,5903_M11,5957,0,0
PM,M21,11931219_M21,Market & Powell,1,5903_M21,5957,0,0
PM,M11,11931220_M11,Washington & Mason,1,5901_M11,5956,0,0
PM,M21,11931220_M21,Washington & Mason,1,5901_M21,5956,0,0
PM,M11,11931221_M11,Washington & Mason,1,5904_M11,5956,0,0
PM,M21,11931221_M21,Washington & Mason,1,5904_M21,5956,0,0
PM,M11,11931222_M11,Market & Powell,1,5909_M11,5955,0,0
PM,M21,11931222_M21,Market & Powell,1,5909_M21,5955,0,0
PM,M11,11931223_M11,Market & Powell,1,5909_M11,5957,0,0
PM,M21,11931223_M21,Market & Powell,1,5909_M21,5957,0,0
PM,M11,11931224_M11,Market & Powell,1,5909_M11,5957,0,0
PM,M21,11931224_M21,Market & Powell,1,5909_M21,5957,0,0
PM,M11,11931225_M11,Market & Powell,1,5909_M11,5957,0,0
PM,M21,11931225_M21,Market & Powell,1,5909_M21,5957,0,0
PM,M11,11931226_M11,Market & Powell,1,5909_M11,5957,0,0
PM,M21,11931226_M21,Market & Powell,1,5909_M21,5957,0,0
PM,M11,11931227_M11,Market & Powell,1,5909_M11,5957,0,0
PM,M21,11931227_M21,Market & Powell,1,5909_M21,5957,0,0
PM,M11,11931228_M11,Market & Powell,1,5909_M11,5957,0,0
PM,M21,11931228_M21,Market & Powell,1,5909_M21,5957,0,0
PM,M11,11931229_M11,Market & Powell,1,5909_M11,5957,0,0
PM,M21,11931229_M21,Market & Powell,1,5909_M21,5957,0,0
PM,M11,11931230_M11,Washington & Mason,1,5909_M11,5956,0,0
PM,M21,11931230_M21,Washington & Mason,1,5909_M21,5956,0,0
PM,M11,11931231_M11,Market & Powell,1,5908_M11,5955,0,0
PM,M21,11931231_M21,Market & Powell,1,5908_M21,5955,0,0
PM,M11,11931232_M11,Market & Powell,1,5908_M11,5957,0,0
PM,M21,11931232_M21,Market & Powell,1,5908_M21,5957,0,0
PM,M11,11931233_M11,Market & Powell,1,5908_M11,5957,0,0
PM,M21,11931233_M21,Market & Powell,1,5908_M21,5957,0,0
PM,M11,11931234_M11,Market & Powell,1,5908_M11,5957,0,0
PM,M21,11931234_M21,Market & Powell,1,5908_M21,5957,0,0
PM,M11,11931235_M11,Market & Powell,1,5908_M11,5957,0,0
PM,M21,11931235_M21,Market & Powell,1,5908_M21,5957,0,0
PM,M11,11931236_M11,Market & Powell,1,5908_M11,5957,0,0
PM,M21,11931236_M21,Market & Powell,1,5908_M21,5957,0,0
PM,M11,11931237_M11,Market & Powell,1,5908_M11,5957,0,0
PM,M21,11931237_M21,Market & Powell,1,5908_M21,5957,0,0
PM,M11,11931238_M11,Market & Powell,1,5908_M11,5957,0,0
PM,M21,11931238_M21,Market & Powell,1,5908_M21,5957,0,0
PM,M11,11931239_M11,Washington & Mason,1,5907_M11,5956,0,0
PM,M21,11931239_M21,Washington & Mason,1,5907_M21,5956,0,0
PM,M11,11931240_M11,Washington & Mason,1,5906_M11,5956,0,0
PM,M21,11931240_M21,Washington & Mason,1,5906_M21,5956,0,0
PM,M11,11931241_M11,Market & Powell,1,5906_M11,5955,0,0
PM,M21,11931241_M21,Market & Powell,1,5906_M21,5955,0,0
PM,2,11931242,Bay & Taylor,0,5904,5905,0,0
PM,2,11931243,Bay & Taylor,0,5903,5905,0,0
PM,2,11931244,Bay & Taylor,0,5905,5905,0,0
PM,2,11931245,Washington + Mason,0,5902,5906,0,0
PM,2,11931246,Bay & Taylor,0,5901,5905,0,0
PM,2,11931247,Bay & Taylor,0,5902,5905,0,0
PM,2,11931248,Bay & Taylor,0,5907,5905,0,0
PM,2,11931249,Bay & Taylor,0,5901,5905,0,0
PM,2,11931250,Bay & Taylor,0,5906,5905,0,0
PM,2,11931251,Bay & Taylor,0,5903,5905,0,0
PM,2,11931252,Bay & Taylor,0,5901,5905,0,0
PM,2,11931253,Bay & Taylor,0,5905,5905,0,0
PM,2,11931254,Bay & Taylor,0,5904,5905,0,0
PM,2,11931255,Bay & Taylor,0,5906,5905,0,0
PM,2,11931256,Bay & Taylor,0,5903,5905,0,0
PM,2,11931257,Bay & Taylor,0,5901,5905,0,0
PM,2,11931258,Bay & Taylor,0,5904,5905,0,0
PM,2,11931259,Bay & Taylor,0,5904,5905,0,0
PM,2,11931260,Bay & Taylor,0,5906,5905,0,0
PM,2,11931261,Bay & Taylor,0,5907,5905,0,0
PM,2,11931262,Bay & Taylor,0,5905,5905,0,0
PM,2,11931263,Bay & Taylor,0,5907,5905,0,0
PM,2,11931264,Bay & Taylor,0,5906,5905,0,0
PM,2,11931265,Bay & Taylor,0,5901,5905,0,0
PM,2,11931266,Bay & Taylor,0,5904,5905,0,0
PM,2,11931267,Bay & Taylor,0,5907,5905,0,0
PM,2,11931268,Bay & Taylor,0,5903,5905,0,0
PM,2,11931269,Bay & Taylor,0,5906,5905,0,0
PM,2,11931270,Bay & Taylor,0,5901,5905,0,0
PM,2,11931271,Bay & Taylor,0,5905,5905,0,0
PM,2,11931272,Bay & Taylor,0,5904,5905,0,0
PM,2,11931273,Bay & Taylor,0,5907,5905,0,0
PM,2,11931274,Bay & Taylor,0,5906,5905,0,0
PM,2,11931275,Bay & Taylor,0,5901,5905,0,0
PM,2,11931276,Bay & Taylor,0,5902,5904,0,0
PM,2,11931277,Bay & Taylor,0,5905,5905,0,0
PM,2,11931278,Bay & Taylor,0,5904,5905,0,0
PM,2,11931279,Bay & Taylor,0,5904,5905,0,0
PM,2,11931280,Bay & Taylor,0,5903,5905,0,0
PM,2,11931281,Bay & Taylor,0,5902,5905,0,0
PM,2,11931282,Bay & Taylor,0,5907,5905,0,0
PM,2,11931283,Bay & Taylor,0,5903,5905,0,0
PM,2,11931284,Bay & Taylor,0,5901,5905,0,0
PM,2,11931285,Bay & Taylor,0,5902,5905,0,0
PM,2,11931286,Bay & Taylor,0,5901,5905,0,0
PM,2,11931287,Bay & Taylor,0,5902,5905,0,0
PM,2,11931288,Bay & Taylor,0,5903,5905,0,0
PM,2,11931289,Bay & Taylor,0,5903,5905,0,0
PM,2,11931290,Bay & Taylor,0,5903,5904,0,0
PM,2,11931291,Bay & Taylor,0,5905,5905,0,0
PM,2,11931292,Bay & Taylor,0,5905,5905,0,0
PM,2,11931293,Bay & Taylor,0,5904,5905,0,0
PM,2,11931294,Bay & Taylor,0,5907,5905,0,0
PM,2,11931295,Bay & Taylor,0,5903,5905,0,0
PM,2,11931296,Bay & Taylor,0,5904,5905,0,0
PM,2,11931297,Bay & Taylor,0,5906,5905,0,0
PM,2,11931298,Bay & Taylor,0,5901,5905,0,0
PM,2,11931299,Bay & Taylor,0,5901,5905,0,0
PM,2,11931300,Bay & Taylor,0,5903,5905,0,0
PM,2,11931301,Bay & Taylor,0,5901,5905,0,0
PM,2,11931302,Bay & Taylor,0,5904,5905,0,0
PM,2,11931303,Bay & Taylor,0,5902,5905,0,0
PM,2,11931304,Bay & Taylor,0,5902,5905,0,0
PM,2,11931305,Bay & Taylor,0,5904,5905,0,0
PM,2,11931306,Bay & Taylor,0,5902,5905,0,0
PM,2,11931307,Bay & Taylor,0,5901,5905,0,0
PM,2,11931308,Bay & Taylor,0,5903,5905,0,0
PM,2,11931309,Bay & Taylor,0,5904,5904,0,0
PM,2,11931310,Bay & Taylor,0,5903,5905,0,0
PM,2,11931311,Bay & Taylor,0,5905,5904,0,0
PM,2,11931312,Bay & Taylor,0,5903,5905,0,0
PM,2,11931313,Bay & Taylor,0,5901,5905,0,0
PM,2,11931314,Bay & Taylor,0,5904,5905,0,0
PM,2,11931315,Washington + Mason,0,5903,5906,0,0
PM,2,11931316,Bay & Taylor,0,5907,5905,0,0
PM,2,11931317,Bay & Taylor,0,5909,5905,0,0
PM,2,11931318,Bay & Taylor,0,5909,5905,0,0
PM,2,11931319,Bay & Taylor,0,5909,5905,0,0
PM,2,11931320,Bay & Taylor,0,5909,5905,0,0
PM,2,11931321,Bay & Taylor,0,5909,5905,0,0
PM,2,11931322,Bay & Taylor,0,5909,5905,0,0
PM,2,11931323,Bay & Taylor,0,5909,5905,0,0
PM,2,11931324,Bay & Taylor,0,5909,5905,0,0
PM,2,11931325,Bay & Taylor,0,5908,5905,0,0
PM,2,11931326,Bay & Taylor,0,5908,5905,0,0
PM,2,11931327,Bay & Taylor,0,5908,5905,0,0
PM,2,11931328,Bay & Taylor,0,5908,5905,0,0
PM,2,11931329,Bay & Taylor,0,5908,5905,0,0
PM,2,11931330,Bay & Taylor,0,5908,5905,0,0
PM,2,11931331,Bay & Taylor,0,5908,5905,0,0
PM,2,11931332,Washington + Mason,0,5908,5906,0,0
PM,2,11931333,Bay & Taylor,0,5906,5905,0,0
PM,2,11931334,Market & Powell,1,5901,5957,0,0
PM,2,11931335,Market & Powell,1,5903,5957,0,0
PM,2,11931336,Market & Powell,1,5901,5957,0,0
PM,2,11931337,Market & Powell,1,5904,5957,0,0
PM,2,11931338,Market & Powell,1,5903,5957,0,0
PM,2,11931339,Market & Powell,1,5902,5957,0,0
PM,2,11931340,Market & Powell,1,5901,5957,0,0
PM,2,11931341,Market & Powell,1,5903,5957,0,0
PM,2,11931342,Market & Powell,1,5905,5957,0,0
PM,2,11931343,Washington & Mason,1,5905,5956,0,0
PM,2,11931344,Market & Powell,1,5905,5957,0,0
PM,2,11931345,Market & Powell,1,5901,5957,0,0
PM,2,11931346,Market & Powell,1,5901,5957,0,0
PM,2,11931347,Market & Powell,1,5906,5957,0,0
PM,2,11931348,Market & Powell,1,5907,5957,0,0
PM,2,11931349,Market & Powell,1,5905,5957,0,0
PM,2,11931350,Market & Powell,1,5904,5957,0,0
PM,2,11931351,Market & Powell,1,5906,5957,0,0
PM,2,11931352,Market & Powell,1,5903,5957,0,0
PM,2,11931353,Market & Powell,1,5905,5957,0,0
PM,2,11931354,Market & Powell,1,5904,5957,0,0
PM,2,11931355,Market & Powell,1,5907,5957,0,0
PM,2,11931356,Market & Powell,1,5901,5957,0,0
PM,2,11931357,Market & Powell,1,5904,5957,0,0
PM,2,11931358,Market & Powell,1,5902,5957,0,0
PM,2,11931359,Market & Powell,1,5903,5957,0,0
PM,2,11931360,Market & Powell,1,5904,5957,0,0
PM,2,11931361,Market & Powell,1,5901,5955,0,0
PM,2,11931362,Market & Powell,1,5901,5957,0,0
PM,2,11931363,Market & Powell,1,5904,5957,0,0
PM,2,11931364,Market & Powell,1,5903,5957,0,0
PM,2,11931365,Market & Powell,1,5906,5957,0,0
PM,2,11931366,Market & Powell,1,5902,5957,0,0
PM,2,11931367,Market & Powell,1,5903,5957,0,0
PM,2,11931368,Market & Powell,1,5907,5957,0,0
PM,2,11931369,Market & Powell,1,5904,5957,0,0
PM,2,11931370,Market & Powell,1,5903,5957,0,0
PM,2,11931371,Market & Powell,1,5906,5957,0,0
PM,2,11931372,Market & Powell,1,5903,5957,0,0
PM,2,11931373,Market & Powell,1,5904,5957,0,0
PM,2,11931374,Market & Powell,1,5906,5957,0,0
PM,2,11931375,Market & Powell,1,5907,5957,0,0
PM,2,11931376,Market & Powell,1,5904,5957,0,0
PM,2,11931377,Market & Powell,1,5901,5957,0,0
PM,2,11931378,Market & Powell,1,5907,5957,0,0
PM,2,11931379,Market & Powell,1,5906,5957,0,0
PM,2,11931380,Market & Powell,1,5905,5957,0,0
PM,2,11931381,Market & Powell,1,5904,5957,0,0
PM,2,11931382,Market & Powell,1,5902,5957,0,0
PM,2,11931383,Market & Powell,1,5907,5957,0,0
PM,2,11931384,Market & Powell,1,5906,5957,0,0
PM,2,11931385,Market & Powell,1,5901,5957,0,0
PM,2,11931386,Market & Powell,1,5905,5957,0,0
PM,2,11931387,Market & Powell,1,5903,5957,0,0
PM,2,11931388,Market & Powell,1,5901,5957,0,0
PM,2,11931389,Market & Powell,1,5905,5957,0,0
PM,2,11931390,Market & Powell,1,5904,5957,0,0
PM,2,11931391,Market & Powell,1,5902,5957,0,0
PM,2,11931392,Market & Powell,1,5902,5957,0,0
PM,2,11931393,Market & Powell,1,5901,5957,0,0
PM,2,11931394,Market & Powell,1,5902,5957,0,0
PM,2,11931395,Market & Powell,1,5903,5957,0,0
PM,2,11931396,Market & Powell,1,5901,5957,0,0
PM,2,11931397,Market & Powell,1,5901,5957,0,0
PM,2,11931398,Market & Powell,1,5903,5957,0,0
PM,2,11931399,Market & Powell,1,5907,5957,0,0
PM,2,11931400,Market & Powell,1,5902,5957,0,0
PM,2,11931401,Market & Powell,1,5904,5957,0,0
PM,2,11931402,Market & Powell,1,5907,5955,0,0
PM,2,11931403,Market & Powell,1,5904,5957,0,0
PM,2,11931404,Market & Powell,1,5903,5957,0,0
PM,2,11931405,Market & Powell,1,5903,5957,0,0
PM,2,11931406,Washington & Mason,1,5901,5956,0,0
PM,2,11931407,Washington & Mason,1,5904,5956,0,0
PM,2,11931408,Market & Powell,1,5909,5955,0,0
PM,2,11931409,Market & Powell,1,5909,5957,0,0
PM,2,11931410,Market & Powell,1,5909,5957,0,0
PM,2,11931411,Market & Powell,1,5909,5957,0,0
PM,2,11931412,Market & Powell,1,5909,5957,0,0
PM,2,11931413,Market & Powell,1,5909,5957,0,0
PM,2,11931414,Market & Powell,1,5909,5957,0,0
PM,2,11931415,Market & Powell,1,5909,5957,0,0
PM,2,11931416,Washington & Mason,1,5909,5956,0,0
PM,2,11931417,Market & Powell,1,5908,5955,0,0
PM,2,11931418,Market & Powell,1,5908,5957,0,0
PM,2,11931419,Market & Powell,1,5908,5957,0,0
PM,2,11931420,Market & Powell,1,5908,5957,0,0
PM,2,11931421,Market & Powell,1,5908,5957,0,0
PM,2,11931422,Market & Powell,1,5908,5957,0,0
48,M11,11920855_M11,22nd St + Iowa St,1,4806_M11,4850,1,1
48,M21,11920855_M21,22nd St + Iowa St,1,4806_M21,4850,1,1
48,M11,11920856_M11,22nd St + Iowa St,1,4851_M11,4861,1,1
48,M11,11920857_M11,22nd St + Iowa St,1,4801_M11,4850,1,1
48,M21,11920857_M21,22nd St + Iowa St,1,4801_M21,4850,1,1
48,M11,11920858_M11,22nd St + Iowa St,1,4852_M11,4853,1,1
48,M11,11920859_M11,22nd St + Iowa St,1,4802_M11,4850,1,1
48,M21,11920859_M21,22nd St + Iowa St,1,4802_M21,4850,1,1
48,M11,11920860_M11,22nd St + Iowa St,1,4811_M11,4850,1,1
48,M21,11920860_M21,22nd St + Iowa St,1,4811_M21,4850,1,1
48,M11,11920861_M11,22nd St + Iowa St,1,4807_M11,4850,1,1
48,M21,11920861_M21,22nd St + Iowa St,1,4807_M21,4850,1,1
48,M11,11920862_M11,22nd St + Iowa St,1,4803_M11,4850,1,1
48,M21,11920862_M21,22nd St + Iowa St,1,4803_M21,4850,1,1
48,M11,11920863_M11,22nd St + Iowa St,1,4804_M11,4850,1,1
48,M21,11920863_M21,22nd St + Iowa St,1,4804_M21,4850,1,1
48,M11,11920864_M11,22nd St + Iowa St,1,4812_M11,4850,1,1
48,M21,11920864_M21,22nd St + Iowa St,1,4812_M21,4850,1,1
48,M11,11920865_M11,22nd St + Iowa St,1,4809_M11,4850,1,1
48,M21,11920865_M21,22nd St + Iowa St,1,4809_M21,4850,1,1
48,M11,11920866_M11,22nd St + Iowa St,1,4853_M11,4850,1,1
48,M11,11920867_M11,22nd St + Iowa St,1,4851_M11,4850,1,1
48,M11,11920868_M11,22nd St + Iowa St,1,4813_M11,4850,1,1
48,M21,11920868_M21,22nd St + Iowa St,1,4813_M21,4850,1,1
48,M11,11920869_M11,22nd St + Iowa St,1,4802_M11,4850,1,1
48,M21,11920869_M21,22nd St + Iowa St,1,4802_M21,4850,1,1
48,M11,11920870_M11,22nd St + Iowa St,1,4807_M11,4850,1,1
48,M21,11920870_M21,22nd St + Iowa St,1,4807_M21,4850,1,1
48,M11,11920871_M11,22nd St + Iowa St,1,4803_M11,4850,1,1
48,M21,11920871_M21,22nd St + Iowa St,1,4803_M21,4850,1,1
48,M11,11920872_M11,22nd St + Iowa St,1,4812_M11,4850,1,1
48,M21,11920872_M21,22nd St + Iowa St,1,4812_M21,4850,1,1
48,M11,11920873_M11,22nd St + Iowa St,1,4809_M11,4850,1,1
48,M21,11920873_M21,22nd St + Iowa St,1,4809_M21,4850,1,1
48,M11,11920874_M11,22nd St + Iowa St,1,4851_M11,4850,1,1
48,M11,11920875_M11,22nd St + Iowa St,1,4892_M11,4850,1,1
48,M21,11920875_M21,22nd St + Iowa St,1,4892_M21,4850,1,1
48,M11,11920876_M11,22nd St + Iowa St,1,4802_M11,4850,1,1
48,M21,11920876_M21,22nd St + Iowa St,1,4802_M21,4850,1,1
48,M11,11920877_M11,22nd St + Iowa St,1,4891_M11,4850,1,1
48,M21,11920877_M21,22nd St + Iowa St,1,4891_M21,4850,1,1
48,M11,11920878_M11,22nd St + Iowa St,1,9595_M11,4850,1,1
48,M21,11920878_M21,22nd St + Iowa St,1,9595_M21,4850,1,1
48,M11,11920879_M11,22nd St + Iowa St,1,9108_M11,4850,1,1
48,M21,11920879_M21,22nd St + Iowa St,1,9108_M21,4850,1,1
48,M11,11920880_M11,22nd St + Iowa St,1,9105_M11,4850,1,1
48,M21,11920880_M21,22nd St + Iowa St,1,9105_M21,4850,1,1
48,M11,11920881_M11,22nd St + Iowa St,1,4851_M11,4850,1,1
48,M11,11920882_M11,22nd St + Iowa St,1,4892_M11,4850,1,1
48,M21,11920882_M21,22nd St + Iowa St,1,4892_M21,4850,1,1
48,M11,11920883_M11,22nd St + Iowa St,1,4802_M11,4850,1,1
48,M21,11920883_M21,22nd St + Iowa St,1,4802_M21,4850,1,1
48,M11,11920884_M11,22nd St + Iowa St,1,4891_M11,4850,1,1
48,M21,11920884_M21,22nd St + Iowa St,1,4891_M21,4850,1,1
48,M11,11920885_M11,22nd St + Iowa St,1,4892_M11,4856,1,1
48,M21,11920885_M21,22nd St + Iowa St,1,4892_M21,4856,1,1
48,M11,11920886_M11,22nd St + Iowa St,1,4891_M11,4856,1,1
48,M21,11920886_M21,22nd St + Iowa St,1,4891_M21,4856,1,1
48,M11,11920887_M11,22nd St + Iowa St,1,4892_M11,4856,1,1
48,M21,11920887_M21,22nd St + Iowa St,1,4892_M21,4856,1,1
48,M11,11920888_M11,22nd St + Iowa St,1,4891_M11,4856,1,1
48,M21,11920888_M21,22nd St + Iowa St,1,4891_M21,4856,1,1
48,M11,11920889_M11,22nd St + Iowa St,1,4892_M11,4856,1,1
48,M21,11920889_M21,22nd St + Iowa St,1,4892_M21,4856,1,1
48,M11,11920890_M11,22nd St + Iowa St,1,4891_M11,4856,1,1
48,M21,11920890_M21,22nd St + Iowa St,1,4891_M21,4856,1,1
48,M11,11920891_M11,22nd St + Iowa St,1,4892_M11,4856,1,1
48,M21,11920891_M21,22nd St + Iowa St,1,4892_M21,4856,1,1
48,M11,11920892_M11,22nd St + Iowa St,1,4891_M11,4856,1,1
48,M21,11920892_M21,22nd St + Iowa St,1,4891_M21,4856,1,1
48,M11,11920893_M11,22nd St + Iowa St,1,4892_M11,4856,1,1
48,M21,11920893_M21,22nd St + Iowa St,1,4892_M21,4856,1,1
48,M11,11920894_M11,22nd St + Iowa St,1,4808_M11,4850,1,1
48,M21,11920894_M21,22nd St + Iowa St,1,4808_M21,4850,1,1
48,M11,11920895_M11,22nd St + Iowa St,1,4803_M11,4850,1,1
48,M21,11920895_M21,22nd St + Iowa St,1,4803_M21,4850,1,1
48,M11,11920896_M11,22nd St + Iowa St,1,4803_M11,4850,1,1
48,M21,11920896_M21,22nd St + Iowa St,1,4803_M21,4850,1,1
48,M11,11920897_M11,22nd St + Iowa St,1,4803_M11,4850,1,1
48,M21,11920897_M21,22nd St + Iowa St,1,4803_M21,4850,1,1
48,M11,11920898_M11,22nd St + Iowa St,1,4812_M11,4850,1,1
48,M21,11920898_M21,22nd St + Iowa St,1,4812_M21,4850,1,1
48,M11,11920899_M11,22nd St + Iowa St,1,4813_M11,4850,1,1
48,M21,11920899_M21,22nd St + Iowa St,1,4813_M21,4850,1,1
48,2,11920900,Great Highway,0,4806,4800,1,1
48,2,11920901,Great Highway,0,4804,4800,1,1
48,2,11920902,Great Highway,0,9108,4800,1,1
48,2,11920903,Great Highway,0,4892,4800,1,1
48,2,11920904,Great Highway,0,4807,4800,1,1
48,2,11920905,Great Highway,0,4806,4800,1,1
48,2,11920906,Great Highway,0,4804,4800,1,1
48,2,11920907,Great Highway,0,4804,4800,1,1
48,2,11920908,Great Highway,0,4802,4800,1,1
48,2,11920909,Great Highway,0,4803,4800,1,1
48,2,11920910,Great Highway,0,4807,4800,1,1
48,2,11920911,Great Highway,0,4801,4800,1,1
48,2,11920912,Great Highway,0,4805,4800,1,1
48,2,11920913,Great Highway,0,4802,4800,1,1
48,2,11920914,Great Highway,0,4801,4800,1,1
48,2,11920915,Great Highway,0,4891,4800,1,1
48,2,11920916,Great Highway,0,4806,4800,1,1
48,2,11920917,Great Highway,0,4804,4800,1,1
48,2,11920918,Great Highway,0,4802,4800,1,1
48,2,11920919,Great Highway,0,4803,4800,1,1
48,2,11920920,Great Highway,0,4807,4800,1,1
48,2,11920921,Great Highway,0,4801,4800,1,1
48,2,11920922,Great Highway,0,4805,4800,1,1
48,2,11920923,Great Highway,0,4806,4800,1,1
48,2,11920924,Great Highway,0,4804,4800,1,1
48,2,11920925,Great Highway,0,4802,4800,1,1
48,2,11920926,Great Highway,0,4803,4800,1,1
48,2,11920927,Great Highway,0,4807,4800,1,1
48,2,11920928,Great Highway,0,4801,4800,1,1
48,2,11920929,Great Highway,0,4805,4800,1,1
48,2,11920930,Great Highway,0,4806,4800,1,1
48,2,11920931,Great Highway,0,4804,4800,1,1
48,2,11920932,Great Highway,0,4802,4800,1,1
48,2,11920933,Great Highway,0,4803,4800,1,1
48,2,11920934,Great Highway,0,4807,4800,1,1
48,2,11920935,Great Highway,0,4801,4800,1,1
48,2,11920936,Great Highway,0,4805,4800,1,1
48,2,11920937,Great Highway,0,4806,4800,1,1
48,2,11920938,Great Highway,0,4804,4800,1,1
48,2,11920939,Great Highway,0,4802,4800,1,1
48,2,11920940,Great Highway,0,4803,4800,1,1
48,2,11920941,Great Highway,0,4807,4800,1,1
48,2,11920942,Great Highway,0,4801,4800,1,1
48,2,11920943,Great Highway,0,4805,4800,1,1
48,2,11920944,Great Highway,0,4806,4800,1,1
48,2,11920945,Great Highway,0,4804,4800,1,1
48,2,11920946,Great Highway,0,4802,4800,1,1
48,2,11920947,Great Highway,0,4803,4800,1,1
48,2,11920948,Great Highway,0,4807,4800,1,1
48,2,11920949,Great Highway,0,4801,4800,1,1
48,2,11920950,Great Highway,0,4805,4800,1,1
48,2,11920951,Noe Valley,0,4892,4803,1,1
48,2,11920952,Noe Valley,0,4891,4803,1,1
48,2,11920953,Noe Valley,0,4892,4803,1,1
48,2,11920954,Noe Valley,0,4891,4803,1,1
48,2,11920955,Noe Valley,0,4892,4803,1,1
48,2,11920956,Noe Valley,0,4891,4803,1,1
48,2,11920957,Great Highway,0,4806,4800,1,1
48,2,11920958,Great Highway,0,9108,4800,1,1
48,2,11920959,Great Highway,0,4891,4800,1,1
48,2,11920960,Great Highway,0,4892,4800,1,1
48,2,11920961,Noe Valley,0,4892,4803,1,1
48,2,11920962,Noe Valley,0,4891,4803,1,1
48,2,11920963,Noe Valley,0,4892,4803,1,1
48,2,11920964,Noe Valley,0,4891,4803,1,1
48,2,11920965,22nd St + Iowa St,1,4807,4850,1,1
48,2,11920966,22nd St + Iowa St,1,4801,4850,1,1
48,2,11920967,22nd St + Iowa St,1,4806,4850,1,1
48,2,11920968,22nd St + Iowa St,1,4804,4850,1,1
48,2,11920969,22nd St + Iowa St,1,4802,4850,1,1
48,2,11920970,22nd St + Iowa St,1,4805,4850,1,1
48,2,11920971,22nd St + Iowa St,1,4803,4850,1,1
48,2,11920972,22nd St + Iowa St,1,4892,4850,1,1
48,2,11920973,22nd St + Iowa St,1,4807,4850,1,1
48,2,11920974,22nd St + Iowa St,1,4891,4850,1,1
48,2,11920975,22nd St + Iowa St,1,4806,4850,1,1
48,2,11920976,22nd St + Iowa St,1,4804,4850,1,1
48,2,11920977,22nd St + Iowa St,1,4801,4850,1,1
48,2,11920978,22nd St + Iowa St,1,4802,4850,1,1
48,2,11920979,22nd St + Iowa St,1,4803,4850,1,1
48,2,11920980,22nd St + Iowa St,1,4807,4850,1,1
48,2,11920981,22nd St + Iowa St,1,4801,4850,1,1
48,2,11920982,22nd St + Iowa St,1,4805,4850,1,1
48,2,11920983,22nd St + Iowa St,1,4806,4850,1,1
48,2,11920984,22nd St + Iowa St,1,4804,4850,1,1
48,2,11920985,22nd St + Iowa St,1,4802,4850,1,1
48,2,11920986,22nd St + Iowa St,1,4803,4850,1,1
48,2,11920987,22nd St + Iowa St,1,4807,4850,1,1
48,2,11920988,22nd St + Iowa St,1,4801,4850,1,1
48,2,11920989,22nd St + Iowa St,1,4805,4850,1,1
48,2,11920990,22nd St + Iowa St,1,4806,4850,1,1
48,2,11920991,22nd St + Iowa St,1,4804,4850,1,1
48,2,11920992,22nd St + Iowa St,1,4802,4850,1,1
48,2,11920993,22nd St + Iowa St,1,4803,4850,1,1
48,2,11920994,22nd St + Iowa St,1,4807,4850,1,1
48,2,11920995,22nd St + Iowa St,1,4801,4850,1,1
48,2,11920996,22nd St + Iowa St,1,4805,4850,1,1
48,2,11920997,22nd St + Iowa St,1,4806,4850,1,1
48,2,11920998,22nd St + Iowa St,1,4804,4850,1,1
48,2,11920999,22nd St + Iowa St,1,4802,4850,1,1
48,2,11921000,22nd St + Iowa St,1,4803,4850,1,1
48,2,11921001,22nd St + Iowa St,1,4807,4850,1,1
48,2,11921002,22nd St + Iowa St,1,4801,4850,1,1
48,2,11921003,22nd St + Iowa St,1,4805,4850,1,1
48,2,11921004,22nd St + Iowa St,1,4806,4850,1,1
48,2,11921005,22nd St + Iowa St,1,4804,4850,1,1
48,2,11921006,22nd St + Iowa St,1,4802,4850,1,1
48,2,11921007,22nd St + Iowa St,1,4803,4850,1,1
48,2,11921008,22nd St + Iowa St,1,4807,4850,1,1
48,2,11921009,22nd St + Iowa St,1,4801,4850,1,1
48,2,11921010,22nd St + Iowa St,1,4805,4850,1,1
48,2,11921011,22nd St + Iowa St,1,4806,4850,1,1
48,2,11921012,22nd St + Iowa St,1,4804,4850,1,1
48,2,11921013,22nd St + Iowa St,1,4802,4850,1,1
48,2,11921014,22nd St + Iowa St,1,4803,4850,1,1
48,2,11921015,22nd St + Iowa St,1,4891,4856,1,1
48,2,11921016,22nd St + Iowa St,1,4892,4856,1,1
