route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
38R,M11,11917123_M11,Transit Center,1,3832_M11,13852,1,1
38R,M21,11917123_M21,Transit Center,1,3832_M21,13852,1,1
38R,M11,11917124_M11,Transit Center,1,3841_M11,13852,1,1
38R,M21,11917124_M21,Transit Center,1,3841_M21,13852,1,1
38R,M11,11917125_M11,Transit Center,1,3842_M11,13852,1,1
38R,M21,11917125_M21,Transit Center,1,3842_M21,13852,1,1
38R,M11,11917126_M11,Transit Center,1,3834_M11,13852,1,1
38R,M21,11917126_M21,Transit Center,1,3834_M21,13852,1,1
38R,M11,11917127_M11,Transit Center,1,3844_M11,13852,1,1
38R,M21,11917127_M21,Transit Center,1,3844_M21,13852,1,1
38R,M11,11917128_M11,Transit Center,1,3836_M11,13852,1,1
38R,M21,11917128_M21,Transit Center,1,3836_M21,13852,1,1
38R,M11,11917129_M11,Transit Center,1,3846_M11,13852,1,1
38R,M21,11917129_M21,Transit Center,1,3846_M21,13852,1,1
38R,M11,11917130_M11,Transit Center,1,3839_M11,13852,1,1
38R,M21,11917130_M21,Transit Center,1,3839_M21,13852,1,1
38R,M11,11917131_M11,Transit Center,1,3833_M11,13852,1,1
38R,M21,11917131_M21,Transit Center,1,3833_M21,13852,1,1
38R,M11,11917132_M11,Transit Center,1,3843_M11,13852,1,1
38R,M21,11917132_M21,Transit Center,1,3843_M21,13852,1,1
38R,M11,11917133_M11,Transit Center,1,3835_M11,13852,1,1
38R,M21,11917133_M21,Transit Center,1,3835_M21,13852,1,1
38R,M11,11917134_M11,Transit Center,1,3847_M11,13852,1,1
38R,M21,11917134_M21,Transit Center,1,3847_M21,13852,1,1
38R,M11,11917135_M11,Transit Center,1,3838_M11,13852,1,1
38R,M21,11917135_M21,Transit Center,1,3838_M21,13852,1,1
38R,M11,11917136_M11,Transit Center,1,3840_M11,13852,1,1
38R,M21,11917136_M21,Transit Center,1,3840_M21,13852,1,1
38R,M11,11917137_M11,Transit Center,1,3849_M11,13852,1,1
38R,M21,11917137_M21,Transit Center,1,3849_M21,13852,1,1
38R,M11,11917138_M11,Transit Center,1,3852_M11,13852,1,1
38R,M21,11917138_M21,Transit Center,1,3852_M21,13852,1,1
38R,M11,11917139_M11,Transit Center,1,3831_M11,13852,1,1
38R,M21,11917139_M21,Transit Center,1,3831_M21,13852,1,1
38R,M11,11917140_M11,Transit Center,1,3837_M11,13852,1,1
38R,M21,11917140_M21,Transit Center,1,3837_M21,13852,1,1
38R,M11,11917141_M11,Transit Center,1,3832_M11,13852,1,1
38R,M21,11917141_M21,Transit Center,1,3832_M21,13852,1,1
38R,M11,11917142_M11,Transit Center,1,3841_M11,13852,1,1
38R,M21,11917142_M21,Transit Center,1,3841_M21,13852,1,1
38R,M11,11917143_M11,Transit Center,1,3842_M11,13852,1,1
38R,M21,11917143_M21,Transit Center,1,3842_M21,13852,1,1
38R,M11,11917144_M11,Transit Center,1,3834_M11,13852,1,1
38R,M21,11917144_M21,Transit Center,1,3834_M21,13852,1,1
38R,M11,11917145_M11,Transit Center,1,3844_M11,13852,1,1
38R,M21,11917145_M21,Transit Center,1,3844_M21,13852,1,1
38R,M11,11917146_M11,Transit Center,1,3836_M11,13852,1,1
38R,M21,11917146_M21,Transit Center,1,3836_M21,13852,1,1
38R,M11,11917147_M11,Transit Center,1,3846_M11,13852,1,1
38R,M21,11917147_M21,Transit Center,1,3846_M21,13852,1,1
38R,M11,11917148_M11,Transit Center,1,3848_M11,13852,1,1
38R,M21,11917148_M21,Transit Center,1,3848_M21,13852,1,1
38R,M11,11917149_M11,Transit Center,1,3845_M11,13852,1,1
38R,M21,11917149_M21,Transit Center,1,3845_M21,13852,1,1
38R,M11,11917150_M11,Transit Center,1,3833_M11,13852,1,1
38R,M21,11917150_M21,Transit Center,1,3833_M21,13852,1,1
38R,M11,11917151_M11,Transit Center,1,3843_M11,13852,1,1
38R,M21,11917151_M21,Transit Center,1,3843_M21,13852,1,1
38R,M11,11917152_M11,Transit Center,1,3835_M11,13852,1,1
38R,M21,11917152_M21,Transit Center,1,3835_M21,13852,1,1
38R,M11,11917153_M11,Transit Center,1,3851_M11,13852,1,1
38R,M21,11917153_M21,Transit Center,1,3851_M21,13852,1,1
38R,M11,11917154_M11,Transit Center,1,3838_M11,13852,1,1
38R,M21,11917154_M21,Transit Center,1,3838_M21,13852,1,1
38R,M11,11917155_M11,Transit Center,1,3840_M11,13852,1,1
38R,M21,11917155_M21,Transit Center,1,3840_M21,13852,1,1
38R,M11,11917156_M11,Transit Center,1,3850_M11,13852,1,1
38R,M21,11917156_M21,Transit Center,1,3850_M21,13852,1,1
38R,M11,11917157_M11,Transit Center,1,3849_M11,13852,1,1
38R,M21,11917157_M21,Transit Center,1,3849_M21,13852,1,1
38R,M11,11917158_M11,Transit Center,1,3852_M11,13852,1,1
38R,M21,11917158_M21,Transit Center,1,3852_M21,13852,1,1
38R,M11,11917159_M11,Transit Center,1,3831_M11,13852,1,1
38R,M21,11917159_M21,Transit Center,1,3831_M21,13852,1,1
38R,M11,11917160_M11,Transit Center,1,3837_M11,13852,1,1
38R,M21,11917160_M21,Transit Center,1,3837_M21,13852,1,1
38R,M11,11917161_M11,Transit Center,1,3832_M11,13852,1,1
38R,M21,11917161_M21,Transit Center,1,3832_M21,13852,1,1
38R,M11,11917162_M11,Transit Center,1,3841_M11,13852,1,1
38R,M21,11917162_M21,Transit Center,1,3841_M21,13852,1,1
38R,M11,11917163_M11,Transit Center,1,3842_M11,13852,1,1
38R,M21,11917163_M21,Transit Center,1,3842_M21,13852,1,1
38R,M11,11917164_M11,Transit Center,1,3834_M11,13852,1,1
38R,M21,11917164_M21,Transit Center,1,3834_M21,13852,1,1
38R,M11,11917165_M11,Transit Center,1,3844_M11,13852,1,1
38R,M21,11917165_M21,Transit Center,1,3844_M21,13852,1,1
38R,M11,11917166_M11,Transit Center,1,3836_M11,13852,1,1
38R,M21,11917166_M21,Transit Center,1,3836_M21,13852,1,1
38R,M11,11917167_M11,Transit Center,1,3846_M11,13852,1,1
38R,M21,11917167_M21,Transit Center,1,3846_M21,13852,1,1
38R,M11,11917168_M11,Transit Center,1,3848_M11,13852,1,1
38R,M21,11917168_M21,Transit Center,1,3848_M21,13852,1,1
38R,M11,11917169_M11,Transit Center,1,3845_M11,13852,1,1
38R,M21,11917169_M21,Transit Center,1,3845_M21,13852,1,1
38R,M11,11917170_M11,Transit Center,1,3833_M11,13852,1,1
38R,M21,11917170_M21,Transit Center,1,3833_M21,13852,1,1
38R,M11,11917171_M11,Transit Center,1,3843_M11,13852,1,1
38R,M21,11917171_M21,Transit Center,1,3843_M21,13852,1,1
38R,M11,11917172_M11,Transit Center,1,3835_M11,13852,1,1
38R,M21,11917172_M21,Transit Center,1,3835_M21,13852,1,1
38R,M11,11917173_M11,Transit Center,1,3851_M11,13852,1,1
38R,M21,11917173_M21,Transit Center,1,3851_M21,13852,1,1
38R,M11,11917174_M11,Transit Center,1,3838_M11,13852,1,1
38R,M21,11917174_M21,Transit Center,1,3838_M21,13852,1,1
38R,M11,11917175_M11,Transit Center,1,3840_M11,13852,1,1
38R,M21,11917175_M21,Transit Center,1,3840_M21,13852,1,1
38R,M11,11917176_M11,Transit Center,1,3850_M11,13852,1,1
38R,M21,11917176_M21,Transit Center,1,3850_M21,13852,1,1
38R,M11,11917177_M11,Transit Center,1,3849_M11,13852,1,1
38R,M21,11917177_M21,Transit Center,1,3849_M21,13852,1,1
38R,M11,11917178_M11,Transit Center,1,3852_M11,13852,1,1
38R,M21,11917178_M21,Transit Center,1,3852_M21,13852,1,1
38R,M11,11917179_M11,Transit Center,1,3831_M11,13852,1,1
38R,M21,11917179_M21,Transit Center,1,3831_M21,13852,1,1
38R,M11,11917180_M11,Transit Center,1,3837_M11,13852,1,1
38R,M21,11917180_M21,Transit Center,1,3837_M21,13852,1,1
38R,M11,11917181_M11,Transit Center,1,3832_M11,13852,1,1
38R,M21,11917181_M21,Transit Center,1,3832_M21,13852,1,1
38R,M11,11917182_M11,Transit Center,1,3841_M11,13852,1,1
38R,M21,11917182_M21,Transit Center,1,3841_M21,13852,1,1
38R,M11,11917183_M11,Transit Center,1,3842_M11,13852,1,1
38R,M21,11917183_M21,Transit Center,1,3842_M21,13852,1,1
38R,M11,11917184_M11,Transit Center,1,3834_M11,13852,1,1
38R,M21,11917184_M21,Transit Center,1,3834_M21,13852,1,1
38R,M11,11917185_M11,Transit Center,1,3844_M11,13852,1,1
38R,M21,11917185_M21,Transit Center,1,3844_M21,13852,1,1
38R,M11,11917186_M11,Transit Center,1,3836_M11,13852,1,1
38R,M21,11917186_M21,Transit Center,1,3836_M21,13852,1,1
38R,M11,11917187_M11,Transit Center,1,3846_M11,13852,1,1
38R,M21,11917187_M21,Transit Center,1,3846_M21,13852,1,1
38R,M11,11917188_M11,Transit Center,1,3848_M11,13852,1,1
38R,M21,11917188_M21,Transit Center,1,3848_M21,13852,1,1
38R,M11,11917189_M11,Transit Center,1,3845_M11,13852,1,1
38R,M21,11917189_M21,Transit Center,1,3845_M21,13852,1,1
38R,M11,11917190_M11,Transit Center,1,3833_M11,13852,1,1
38R,M21,11917190_M21,Transit Center,1,3833_M21,13852,1,1
38R,M11,11917191_M11,Transit Center,1,3843_M11,13852,1,1
38R,M21,11917191_M21,Transit Center,1,3843_M21,13852,1,1
38R,M11,11917192_M11,Transit Center,1,3835_M11,13852,1,1
38R,M21,11917192_M21,Transit Center,1,3835_M21,13852,1,1
38R,M11,11917193_M11,Transit Center,1,3851_M11,13852,1,1
38R,M21,11917193_M21,Transit Center,1,3851_M21,13852,1,1
38R,M11,11917194_M11,Transit Center,1,3838_M11,13852,1,1
38R,M21,11917194_M21,Transit Center,1,3838_M21,13852,1,1
38R,M11,11917195_M11,Transit Center,1,3840_M11,13852,1,1
38R,M21,11917195_M21,Transit Center,1,3840_M21,13852,1,1
38R,M11,11917196_M11,Transit Center,1,3850_M11,13852,1,1
38R,M21,11917196_M21,Transit Center,1,3850_M21,13852,1,1
38R,M11,11917197_M11,Transit Center,1,3849_M11,13852,1,1
38R,M21,11917197_M21,Transit Center,1,3849_M21,13852,1,1
38R,M11,11917198_M11,Transit Center,1,3852_M11,13852,1,1
38R,M21,11917198_M21,Transit Center,1,3852_M21,13852,1,1
38R,M11,11917199_M11,Transit Center,1,3831_M11,13852,1,1
38R,M21,11917199_M21,Transit Center,1,3831_M21,13852,1,1
38R,M11,11917200_M11,Transit Center,1,3837_M11,13852,1,1
38R,M21,11917200_M21,Transit Center,1,3837_M21,13852,1,1
38R,M11,11917201_M11,Transit Center,1,3832_M11,13852,1,1
38R,M21,11917201_M21,Transit Center,1,3832_M21,13852,1,1
38R,M11,11917202_M11,Transit Center,1,3841_M11,13852,1,1
38R,M21,11917202_M21,Transit Center,1,3841_M21,13852,1,1
38R,M11,11917203_M11,Transit Center,1,3842_M11,13852,1,1
38R,M21,11917203_M21,Transit Center,1,3842_M21,13852,1,1
38R,M11,11917204_M11,Transit Center,1,3834_M11,13852,1,1
38R,M21,11917204_M21,Transit Center,1,3834_M21,13852,1,1
38R,M11,11917205_M11,Transit Center,1,3844_M11,13852,1,1
38R,M21,11917205_M21,Transit Center,1,3844_M21,13852,1,1
38R,M11,11917206_M11,Transit Center,1,3836_M11,13852,1,1
38R,M21,11917206_M21,Transit Center,1,3836_M21,13852,1,1
38R,M11,11917207_M11,Transit Center,1,3846_M11,13852,1,1
38R,M21,11917207_M21,Transit Center,1,3846_M21,13852,1,1
38R,M11,11917208_M11,Transit Center,1,3848_M11,13852,1,1
38R,M21,11917208_M21,Transit Center,1,3848_M21,13852,1,1
38R,M11,11917209_M11,Transit Center,1,3845_M11,13852,1,1
38R,M21,11917209_M21,Transit Center,1,3845_M21,13852,1,1
38R,M11,11917210_M11,Transit Center,1,3833_M11,13852,1,1
38R,M21,11917210_M21,Transit Center,1,3833_M21,13852,1,1
38R,M11,11917211_M11,Transit Center,1,3843_M11,13852,1,1
38R,M21,11917211_M21,Transit Center,1,3843_M21,13852,1,1
38R,M11,11917212_M11,Transit Center,1,3835_M11,13852,1,1
38R,M21,11917212_M21,Transit Center,1,3835_M21,13852,1,1
38R,M11,11917213_M11,Transit Center,1,3851_M11,13852,1,1
38R,M21,11917213_M21,Transit Center,1,3851_M21,13852,1,1
38R,M11,11917214_M11,Transit Center,1,3838_M11,13852,1,1
38R,M21,11917214_M21,Transit Center,1,3838_M21,13852,1,1
38R,M11,11917215_M11,Transit Center,1,3840_M11,13852,1,1
38R,M21,11917215_M21,Transit Center,1,3840_M21,13852,1,1
38R,M11,11917216_M11,Transit Center,1,3850_M11,13852,1,1
38R,M21,11917216_M21,Transit Center,1,3850_M21,13852,1,1
38R,M11,11917217_M11,Transit Center,1,3849_M11,13852,1,1
38R,M21,11917217_M21,Transit Center,1,3849_M21,13852,1,1
38R,M11,11917218_M11,Transit Center,1,3852_M11,13852,1,1
38R,M21,11917218_M21,Transit Center,1,3852_M21,13852,1,1
38R,M11,11917219_M11,Transit Center,1,3831_M11,13852,1,1
38R,M21,11917219_M21,Transit Center,1,3831_M21,13852,1,1
38R,M11,11917220_M11,Transit Center,1,3837_M11,13852,1,1
38R,M21,11917220_M21,Transit Center,1,3837_M21,13852,1,1
38R,M11,11917221_M11,Transit Center,1,3832_M11,13852,1,1
38R,M21,11917221_M21,Transit Center,1,3832_M21,13852,1,1
38R,M11,11917222_M11,Transit Center,1,3841_M11,13852,1,1
38R,M21,11917222_M21,Transit Center,1,3841_M21,13852,1,1
38R,M11,11917223_M11,Transit Center,1,3842_M11,13852,1,1
38R,M21,11917223_M21,Transit Center,1,3842_M21,13852,1,1
38R,M11,11917224_M11,Transit Center,1,3834_M11,13852,1,1
38R,M21,11917224_M21,Transit Center,1,3834_M21,13852,1,1
38R,M11,11917225_M11,Transit Center,1,3844_M11,13852,1,1
38R,M21,11917225_M21,Transit Center,1,3844_M21,13852,1,1
38R,M11,11917226_M11,Transit Center,1,3836_M11,13852,1,1
38R,M21,11917226_M21,Transit Center,1,3836_M21,13852,1,1
38R,M11,11917227_M11,Transit Center,1,3846_M11,13852,1,1
38R,M21,11917227_M21,Transit Center,1,3846_M21,13852,1,1
38R,M11,11917228_M11,Transit Center,1,3848_M11,13852,1,1
38R,M21,11917228_M21,Transit Center,1,3848_M21,13852,1,1
38R,M11,11917229_M11,Transit Center,1,3845_M11,13852,1,1
38R,M21,11917229_M21,Transit Center,1,3845_M21,13852,1,1
38R,M11,11917230_M11,Transit Center,1,3833_M11,13852,1,1
38R,M21,11917230_M21,Transit Center,1,3833_M21,13852,1,1
38R,M11,11917231_M11,Transit Center,1,3843_M11,13852,1,1
38R,M21,11917231_M21,Transit Center,1,3843_M21,13852,1,1
38R,M11,11917232_M11,Transit Center,1,3835_M11,13852,1,1
38R,M21,11917232_M21,Transit Center,1,3835_M21,13852,1,1
38R,M11,11917233_M11,Transit Center,1,3851_M11,13852,1,1
38R,M21,11917233_M21,Transit Center,1,3851_M21,13852,1,1
38R,M11,11917234_M11,Transit Center,1,3853_M11,13852,1,1
38R,M11,11917235_M11,Transit Center,1,3838_M11,13852,1,1
38R,M21,11917235_M21,Transit Center,1,3838_M21,13852,1,1
38R,M11,11917236_M11,Transit Center,1,3840_M11,13852,1,1
38R,M21,11917236_M21,Transit Center,1,3840_M21,13852,1,1
38R,M11,11917237_M11,Transit Center,1,3849_M11,13852,1,1
38R,M21,11917237_M21,Transit Center,1,3849_M21,13852,1,1
38R,M11,11917238_M11,Transit Center,1,3852_M11,13852,1,1
38R,M21,11917238_M21,Transit Center,1,3852_M21,13852,1,1
38R,M11,11917239_M11,Transit Center,1,3837_M11,13852,1,1
38R,M21,11917239_M21,Transit Center,1,3837_M21,13852,1,1
38R,M11,11917240_M11,Transit Center,1,3832_M11,13852,1,1
38R,M21,11917240_M21,Transit Center,1,3832_M21,13852,1,1
38R,M11,11917241_M11,Transit Center,1,3841_M11,13852,1,1
38R,M21,11917241_M21,Transit Center,1,3841_M21,13852,1,1
38R,M11,11917242_M11,Transit Center,1,3834_M11,13852,1,1
38R,M21,11917242_M21,Transit Center,1,3834_M21,13852,1,1
38R,M11,11917243_M11,Transit Center,1,3848_M11,13852,1,1
38R,M21,11917243_M21,Transit Center,1,3848_M21,13852,1,1
38R,M11,11917244_M11,Transit Center,1,3851_M11,13852,1,1
38R,M21,11917244_M21,Transit Center,1,3851_M21,13852,1,1
38R,2,11917245,48th Avenue,0,3831,13800,1,1
38R,2,11917246,48th Avenue,0,3840,13800,1,1
38R,2,11917247,48th Avenue,0,3837,13800,1,1
38R,2,11917248,48th Avenue,0,3835,13800,1,1
38R,2,11917249,48th Avenue,0,3833,13800,1,1
38R,2,11917250,48th Avenue,0,3838,13800,1,1
38R,2,11917251,48th Avenue,0,3836,13800,1,1
38R,2,11917252,48th Avenue,0,3841,13800,1,1
38R,2,11917253,48th Avenue,0,3832,13800,1,1
38R,2,11917254,48th Avenue,0,3831,13800,1,1
38R,2,11917255,48th Avenue,0,3842,13800,1,1
38R,2,11917256,48th Avenue,0,3840,13800,1,1
38R,2,11917257,48th Avenue,0,3839,13800,1,1
38R,2,11917258,48th Avenue,0,3837,13800,1,1
38R,2,11917259,48th Avenue,0,3835,13800,1,1
38R,2,11917260,48th Avenue,0,3833,13800,1,1
38R,2,11917261,48th Avenue,0,3842,13800,1,1
38R,2,11917262,48th Avenue,0,3838,13800,1,1
38R,2,11917263,48th Avenue,0,3836,13800,1,1
38R,2,11917264,48th Avenue,0,3841,13800,1,1
38R,2,11917265,48th Avenue,0,3834,13800,1,1
38R,2,11917266,48th Avenue,0,3832,13800,1,1
38R,2,11917267,48th Avenue,0,3831,13800,1,1
38R,2,11917268,48th Avenue,0,3842,13800,1,1
38R,2,11917269,48th Avenue,0,3840,13800,1,1
38R,2,11917270,48th Avenue,0,3839,13800,1,1
38R,2,11917271,48th Avenue,0,3837,13800,1,1
38R,2,11917272,48th Avenue,0,3835,13800,1,1
38R,2,11917273,48th Avenue,0,3833,13800,1,1
38R,2,11917274,48th Avenue,0,3838,13800,1,1
38R,2,11917275,48th Avenue,0,3836,13800,1,1
38R,2,11917276,48th Avenue,0,3841,13800,1,1
38R,2,11917277,48th Avenue,0,3834,13800,1,1
38R,2,11917278,48th Avenue,0,3832,13800,1,1
38R,2,11917279,48th Avenue,0,3831,13800,1,1
38R,2,11917280,48th Avenue,0,3842,13800,1,1
38R,2,11917281,48th Avenue,0,3840,13800,1,1
38R,2,11917282,48th Avenue,0,3839,13800,1,1
38R,2,11917283,48th Avenue,0,3837,13800,1,1
38R,2,11917284,48th Avenue,0,3835,13800,1,1
38R,2,11917285,48th Avenue,0,3833,13800,1,1
38R,2,11917286,48th Avenue,0,3838,13800,1,1
38R,2,11917287,48th Avenue,0,3836,13800,1,1
38R,2,11917288,48th Avenue,0,3841,13800,1,1
38R,2,11917289,48th Avenue,0,3834,13800,1,1
38R,2,11917290,48th Avenue,0,3832,13800,1,1
38R,2,11917291,48th Avenue,0,3831,13800,1,1
38R,2,11917292,48th Avenue,0,3842,13800,1,1
38R,2,11917293,48th Avenue,0,3840,13800,1,1
38R,2,11917294,48th Avenue,0,3839,13800,1,1
38R,2,11917295,48th Avenue,0,3837,13800,1,1
38R,2,11917296,48th Avenue,0,3835,13800,1,1
38R,2,11917297,48th Avenue,0,3833,13800,1,1
38R,2,11917298,48th Avenue,0,3838,13800,1,1
38R,2,11917299,48th Avenue,0,3836,13800,1,1
38R,2,11917300,48th Avenue,0,3841,13800,1,1
38R,2,11917301,48th Avenue,0,3834,13800,1,1
38R,2,11917302,48th Avenue,0,3832,13800,1,1
38R,2,11917303,48th Avenue,0,3831,13800,1,1
38R,2,11917304,48th Avenue,0,3842,13800,1,1
38R,2,11917305,48th Avenue,0,3840,13800,1,1
38R,2,11917306,48th Avenue,0,3839,13800,1,1
38R,2,11917307,48th Avenue,0,3837,13800,1,1
38R,2,11917308,48th Avenue,0,3835,13800,1,1
38R,2,11917309,48th Avenue,0,3833,13800,1,1
38R,2,11917310,48th Avenue,0,3838,13800,1,1
38R,2,11917311,48th Avenue,0,3836,13800,1,1
38R,2,11917312,48th Avenue,0,3841,13800,1,1
38R,2,11917313,48th Avenue,0,3834,13800,1,1
38R,2,11917314,48th Avenue,0,3832,13800,1,1
38R,2,11917315,48th Avenue,0,3831,13800,1,1
38R,2,11917316,48th Avenue,0,3842,13800,1,1
38R,2,11917317,48th Avenue,0,3840,13800,1,1
38R,2,11917318,48th Avenue,0,3839,13800,1,1
38R,2,11917319,48th Avenue,0,3837,13800,1,1
38R,2,11917320,48th Avenue,0,3835,13800,1,1
38R,2,11917321,48th Avenue,0,3833,13800,1,1
38R,2,11917322,48th Avenue,0,3838,13800,1,1
38R,2,11917323,48th Avenue,0,3836,13800,1,1
38R,2,11917324,48th Avenue,0,3834,13800,1,1
38R,2,11917325,48th Avenue,0,3832,13800,1,1
38R,2,11917326,48th Avenue,0,3831,13800,1,1
38R,2,11917327,48th Avenue,0,3840,13800,1,1
38R,2,11917328,48th Avenue,0,3839,13800,1,1
38R,2,11917329,48th Avenue,0,3837,13800,1,1
38R,2,11917330,48th Avenue,0,3833,13800,1,1
38R,2,11917331,48th Avenue,0,3835,13800,1,1
38R,2,11917332,Transit Center,1,3838,13852,1,1
38R,2,11917333,Transit Center,1,3836,13852,1,1
38R,2,11917334,Transit Center,1,3841,13852,1,1
38R,2,11917335,Transit Center,1,3834,13852,1,1
38R,2,11917336,Transit Center,1,3832,13852,1,1
38R,2,11917337,Transit Center,1,3831,13852,1,1
38R,2,11917338,Transit Center,1,3840,13852,1,1
38R,2,11917339,Transit Center,1,3839,13852,1,1
38R,2,11917340,Transit Center,1,3837,13852,1,1
38R,2,11917341,Transit Center,1,3835,13852,1,1
38R,2,11917342,Transit Center,1,3833,13852,1,1
38R,2,11917343,Transit Center,1,3838,13852,1,1
38R,2,11917344,Transit Center,1,3836,13852,1,1
38R,2,11917345,Transit Center,1,3834,13852,1,1
38R,2,11917346,Transit Center,1,3832,13852,1,1
38R,2,11917347,Transit Center,1,3831,13852,1,1
38R,2,11917348,Transit Center,1,3833,13852,1,1
38R,2,11917349,Transit Center,1,3838,13852,1,1
38R,2,11917350,Transit Center,1,3836,13852,1,1
38R,2,11917351,Transit Center,1,3841,13852,1,1
38R,2,11917352,Transit Center,1,3832,13852,1,1
38R,2,11917353,Transit Center,1,3831,13852,1,1
38R,2,11917354,Transit Center,1,3842,13852,1,1
38R,2,11917355,Transit Center,1,3840,13852,1,1
38R,2,11917356,Transit Center,1,3837,13852,1,1
38R,2,11917357,Transit Center,1,3835,13852,1,1
38R,2,11917358,Transit Center,1,3833,13852,1,1
38R,2,11917359,Transit Center,1,3838,13852,1,1
38R,2,11917360,Transit Center,1,3836,13852,1,1
38R,2,11917361,Transit Center,1,3841,13852,1,1
38R,2,11917362,Transit Center,1,3834,13852,1,1
38R,2,11917363,Transit Center,1,3832,13852,1,1
38R,2,11917364,Transit Center,1,3831,13852,1,1
38R,2,11917365,Transit Center,1,3842,13852,1,1
38R,2,11917366,Transit Center,1,3840,13852,1,1
38R,2,11917367,Transit Center,1,3839,13852,1,1
38R,2,11917368,Transit Center,1,3837,13852,1,1
38R,2,11917369,Transit Center,1,3835,13852,1,1
38R,2,11917370,Transit Center,1,3833,13852,1,1
38R,2,11917371,Transit Center,1,3838,13852,1,1
38R,2,11917372,Transit Center,1,3836,13852,1,1
38R,2,11917373,Transit Center,1,3841,13852,1,1
38R,2,11917374,Transit Center,1,3834,13852,1,1
38R,2,11917375,Transit Center,1,3832,13852,1,1
38R,2,11917376,Transit Center,1,3831,13852,1,1
38R,2,11917377,Transit Center,1,3842,13852,1,1
38R,2,11917378,Transit Center,1,3840,13852,1,1
38R,2,11917379,Transit Center,1,3839,13852,1,1
38R,2,11917380,Transit Center,1,3837,13852,1,1
38R,2,11917381,Transit Center,1,3835,13852,1,1
38R,2,11917382,Transit Center,1,3833,13852,1,1
38R,2,11917383,Transit Center,1,3838,13852,1,1
38R,2,11917384,Transit Center,1,3836,13852,1,1
38R,2,11917385,Transit Center,1,3841,13852,1,1
38R,2,11917386,Transit Center,1,3834,13852,1,1
38R,2,11917387,Transit Center,1,3832,13852,1,1
38R,2,11917388,Transit Center,1,3831,13852,1,1
38R,2,11917389,Transit Center,1,3842,13852,1,1
38R,2,11917390,Transit Center,1,3840,13852,1,1
38R,2,11917391,Transit Center,1,3839,13852,1,1
38R,2,11917392,Transit Center,1,3837,13852,1,1
38R,2,11917393,Transit Center,1,3835,13852,1,1
38R,2,11917394,Transit Center,1,3833,13852,1,1
38R,2,11917395,Transit Center,1,3838,13852,1,1
38R,2,11917396,Transit Center,1,3836,13852,1,1
38R,2,11917397,Transit Center,1,3841,13852,1,1
38R,2,11917398,Transit Center,1,3834,13852,1,1
38R,2,11917399,Transit Center,1,3832,13852,1,1
38R,2,11917400,Transit Center,1,3831,13852,1,1
38R,2,11917401,Transit Center,1,3842,13852,1,1
38R,2,11917402,Transit Center,1,3840,13852,1,1
38R,2,11917403,Transit Center,1,3839,13852,1,1
38R,2,11917404,Transit Center,1,3837,13852,1,1
38R,2,11917405,Transit Center,1,3835,13852,1,1
38R,2,11917406,Transit Center,1,3833,13852,1,1
38R,2,11917407,Transit Center,1,3838,13852,1,1
38R,2,11917408,Transit Center,1,3836,13852,1,1
38R,2,11917409,Transit Center,1,3841,13852,1,1
38R,2,11917410,Transit Center,1,3834,13852,1,1
38R,2,11917411,Transit Center,1,3832,13852,1,1
38R,2,11917412,Transit Center,1,3831,13852,1,1
38R,2,11917413,Transit Center,1,3842,13852,1,1
38R,2,11917414,Transit Center,1,3840,13852,1,1
38R,2,11917415,Transit Center,1,3839,13852,1,1
38R,2,11917416,Transit Center,1,3837,13852,1,1
38R,2,11917417,Transit Center,1,3835,13852,1,1
38R,2,11917418,Transit Center,1,3833,13852,1,1
38R,3,11917419,48th Avenue,0,3833,13800,1,1
38R,3,11917420,48th Avenue,0,3835,13800,1,1
38R,3,11917421,48th Avenue,0,3837,13800,1,1
38R,3,11917422,48th Avenue,0,3839,13800,1,1
38R,3,11917423,48th Avenue,0,3840,13800,1,1
38R,3,11917424,48th Avenue,0,3831,13800,1,1
38R,3,11917425,48th Avenue,0,3832,13800,1,1
38R,3,11917426,48th Avenue,0,3834,13800,1,1
38R,3,11917427,48th Avenue,0,3836,13800,1,1
38R,3,11917428,48th Avenue,0,3838,13800,1,1
38R,3,11917429,48th Avenue,0,3833,13800,1,1
38R,3,11917430,48th Avenue,0,3835,13800,1,1
38R,3,11917431,48th Avenue,0,3837,13800,1,1
38R,3,11917432,48th Avenue,0,3839,13800,1,1
38R,3,11917433,48th Avenue,0,3840,13800,1,1
38R,3,11917434,48th Avenue,0,3842,13800,1,1
38R,3,11917435,48th Avenue,0,3831,13800,1,1
38R,3,11917436,48th Avenue,0,3832,13800,1,1
38R,3,11917437,48th Avenue,0,3834,13800,1,1
38R,3,11917438,48th Avenue,0,3841,13800,1,1
38R,3,11917439,48th Avenue,0,3836,13800,1,1
38R,3,11917440,48th Avenue,0,3838,13800,1,1
38R,3,11917441,48th Avenue,0,3833,13800,1,1
38R,3,11917442,48th Avenue,0,3835,13800,1,1
38R,3,11917443,48th Avenue,0,3837,13800,1,1
38R,3,11917444,48th Avenue,0,3839,13800,1,1
38R,3,11917445,48th Avenue,0,3840,13800,1,1
38R,3,11917446,48th Avenue,0,3842,13800,1,1
38R,3,11917447,48th Avenue,0,3831,13800,1,1
38R,3,11917448,48th Avenue,0,3832,13800,1,1
38R,3,11917449,48th Avenue,0,3834,13800,1,1
38R,3,11917450,48th Avenue,0,3841,13800,1,1
